,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
4091,107,92,84,3818,3752,3661,20,15,16,7682,7616,7616,500,436,297,2682,2682,1755,3061,3264,3264
4122,111,122,105,3975,3752,3694,20,16,12,7826,7589,7589,502,479,346,2726,2726,1706,3075,3268,3268
4153,122,94,111,3843,3766,3636,16,16,14,7720,7489,7489,505,445,340,2769,2769,1677,3127,3307,3307
4184,119,88,77,3897,3787,3700,20,15,11,7754,7614,7614,485,436,333,2667,2667,1651,3125,3226,3226
4215,104,94,92,3897,3782,3630,20,13,7,7778,7467,7467,503,424,297,2601,2601,1615,3174,3231,3231
4246,105,98,81,3867,3746,3727,28,18,13,7849,7374,7374,522,452,337,2681,2681,1608,3124,3286,3286
4277,98,92,104,3890,3797,3648,13,13,10,7759,7531,7531,506,456,320,2612,2612,1546,3150,3295,3295
4308,113,80,81,3907,3592,3727,11,16,10,7720,7485,7485,513,454,294,2617,2617,1662,3073,3237,3237
4339,122,84,86,3924,3861,3758,16,12,12,7703,7433,7433,500,440,293,2617,2617,1587,3155,3222,3222
4370,90,79,100,3924,3736,3757,14,14,12,7710,7533,7533,475,477,305,2577,2577,1539,3126,3175,3175
4401,94,77,97,3877,3780,3731,20,12,7,7797,7408,7408,502,428,310,2546,2546,1573,3158,3255,3255
4432,92,93,90,3933,3725,3737,21,7,12,7681,7501,7501,488,447,331,2497,2497,1506,3137,3220,3220
4463,96,86,94,3873,3761,3704,27,16,14,7718,7505,7505,497,461,321,2461,2461,1503,3067,3145,3145
4494,95,86,81,3922,3832,3693,22,9,8,7777,7349,7349,502,417,312,2501,2501,1491,3056,3300,3300
4525,96,93,85,3927,3840,3779,18,15,7,7717,7450,7450,488,433,342,2456,2456,1542,3070,3212,3212
4556,94,77,74,3958,3785,3622,16,12,7,7695,7368,7368,426,466,332,2455,2455,1446,3023,3202,3202
4587,82,83,71,3856,3827,3751,20,16,14,7673,7453,7453,473,448,327,2414,2414,1472,2937,3181,3181
4618,94,79,91,3895,3852,3674,14,12,15,7623,7294,7294,490,442,299,2437,2437,1499,3168,3270,3270
4649,93,72,79,3825,3781,3674,21,9,14,7623,7304,7304,500,424,323,2407,2407,1416,3095,3200,3200
4680,92,90,73,3994,3850,3691,15,10,9,7708,7447,7447,485,442,301,2372,2372,1428,3154,3249,3249
4711,98,76,65,3978,3785,3656,18,9,7,7601,7489,7489,480,441,306,2417,2417,1424,3157,3205,3205
4742,92,73,78,3821,3683,3746,20,10,5,7443,7383,7383,496,435,309,2310,2310,1421,3105,3238,3238
4773,94,79,70,3913,3784,3696,18,10,14,7570,7371,7371,494,426,284,2322,2322,1334,3134,3169,3169
4804,90,60,73,3870,3728,3709,21,8,16,7656,7287,7287,477,406,295,2316,2316,1348,3109,3160,3160
4835,96,75,67,3954,3746,3710,16,7,12,7520,7302,7302,469,417,315,2297,2297,1385,3063,3191,3191
4866,89,65,85,3819,3797,3755,16,9,14,7422,7291,7291,504,429,304,2277,2277,1322,3023,3203,3203
4897,75,70,85,3879,3746,3683,14,14,12,7666,7287,7287,453,447,320,2273,2273,1349,3020,3181,3181
4928,75,62,71,3893,3739,3752,13,10,7,7454,7427,7427,477,445,301,2236,2236,1323,3076,3188,3188
4959,77,58,67,3814,3719,3627,12,4,8,7543,7387,7387,479,418,299,2240,2240,1311,2992,3135,3135
4990,95,70,79,3927,3795,3681,20,5,5,7512,7286,7286,473,405,320,2263,2263,1298,3176,3123,3123
5021,102,84,62,3762,3727,3658,23,10,5,7560,7229,7229,474,414,294,2173,2173,1260,3069,3107,3107
5052,76,69,62,3952,3690,3761,18,14,7,7540,7339,7339,458,452,289,2227,2227,1302,3090,3067,3067
5083,77,52,66,4002,3741,3649,17,12,6,7557,7402,7402,465,424,306,2111,2111,1287,3036,3199,3199
5114,90,71,66,3867,3758,3656,19,6,3,7519,7285,7285,481,430,281,2092,2092,1265,3075,3118,3118
5145,76,75,72,3870,3785,3665,21,9,5,7376,7269,7269,445,412,286,2167,2167,1271,3001,3105,3105
5176,78,54,73,3904,3725,3769,19,9,14,7535,7264,7264,481,395,284,2105,2105,1244,3077,3181,3181
5207,71,69,54,3851,3730,3696,15,7,7,7546,7350,7350,462,437,312,2096,2096,1214,3132,3107,3107
5238,81,69,65,3859,3753,3698,14,10,7,7311,7350,7350,475,406,294,2027,2027,1237,3032,3166,3166
5269,77,63,54,3860,3742,3765,15,9,5,7585,7330,7330,460,428,271,2081,2081,1236,3073,3110,3110
5300,78,65,67,3791,3770,3719,22,8,7,7528,7286,7286,458,428,286,2125,2125,1158,3082,3170,3170
5331,78,61,52,3823,3768,3773,14,5,5,7442,7292,7292,489,403,301,2091,2091,1177,2993,3095,3095
5362,70,64,58,3869,3799,3727,18,12,6,7443,7153,7153,469,394,312,2030,2030,1235,2997,3194,3194
5393,84,58,50,3958,3815,3698,13,12,6,7395,7231,7231,456,420,259,1991,1991,1198,3052,3081,3081
5424,71,62,60,3890,3710,3744,20,10,3,7402,7260,7260,481,399,290,2003,2003,1148,3108,3059,3059
5455,77,58,61,3961,3704,3632,21,6,8,7457,7211,7211,477,397,296,2016,2016,1162,2912,3097,3097
5486,71,62,64,3819,3672,3666,22,8,12,7451,7196,7196,454,424,283,1950,1950,1175,2980,3124,3124
5517,86,58,63,3806,3725,3701,13,7,7,7364,7179,7179,462,439,290,1977,1977,1167,2996,3179,3179
5548,78,54,67,3846,3681,3616,13,6,12,7327,7282,7282,469,437,272,1968,1968,1131,2979,3131,3131
5579,71,54,54,3829,3681,3592,16,10,13,7280,7380,7380,450,384,282,2002,2002,1101,2974,3126,3126
5610,73,49,54,3851,3658,3615,13,7,3,7424,7169,7169,474,382,295,1920,1920,1042,3067,3016,3016
5641,67,56,65,3880,3689,3774,20,7,9,7359,7078,7078,456,406,280,1951,1951,1091,3025,3050,3050
5672,75,46,67,3812,3782,3670,16,7,5,7246,7209,7209,445,371,295,1897,1897,1063,2994,3128,3128
5703,70,54,65,3823,3622,3685,12,7,6,7389,7004,7004,439,386,282,1921,1921,1084,2933,3018,3018
5734,65,53,51,3783,3766,3747,19,10,4,7358,7177,7177,430,384,291,1910,1910,1091,2983,3087,3087
5765,60,60,58,3907,3679,3812,19,6,10,7397,7185,7185,447,422,267,1867,1867,1052,2989,3018,3018
5796,60,54,49,3844,3641,3694,15,10,3,7313,7145,7145,434,407,282,1848,1848,1031,2968,3044,3044
5827,56,58,60,3777,3630,3679,16,10,7,7309,7120,7120,434,397,291,1909,1909,1055,2957,3060,3060
5858,62,61,53,3735,3680,3660,16,5,7,7327,7050,7050,460,390,283,1801,1801,1036,3034,3059,3059
5889,73,52,45,3871,3732,3706,16,9,5,7272,7196,7196,444,384,282,1808,1808,1036,3019,3103,3103
5920,62,48,67,3818,3717,3674,13,10,7,7198,7247,7247,447,378,246,1772,1772,1025,2934,3027,3027
5951,63,57,51,3858,3749,3721,14,10,3,7285,7109,7109,465,397,279,1798,1798,995,2940,3016,3016
5982,60,64,56,3803,3720,3621,11,4,3,7506,7285,7285,456,396,279,1801,1801,1021,2968,3047,3047
6013,70,47,45,3827,3746,3728,15,4,7,7259,7060,7060,427,386,280,1756,1756,983,2877,3099,3099
6044,60,52,50,3793,3670,3609,20,7,6,7342,7069,7069,436,388,256,1780,1780,978,3033,3071,3071
6075,68,46,67,3847,3649,3691,20,5,10,7284,7046,7046,446,404,281,1761,1761,978,2909,3103,3103
6106,61,46,55,3782,3692,3627,22,6,6,7172,7143,7143,443,415,261,1734,1734,1007,2968,2995,2995
6137,55,52,51,3804,3590,3736,24,5,8,7326,6996,6996,434,391,257,1761,1761,1006,2963,2999,2999
6168,73,54,49,3838,3689,3581,13,7,3,7421,7108,7108,409,381,274,1690,1690,967,2959,2982,2982
6199,56,56,39,3702,3675,3679,18,5,4,7304,7112,7112,416,395,282,1716,1716,955,2908,3012,3012
6230,51,43,55,3810,3660,3776,12,5,7,7192,7048,7048,454,385,256,1672,1672,955,2902,2984,2984
6261,55,45,58,3774,3671,3656,18,7,4,7169,7118,7118,400,396,285,1672,1672,964,2921,2913,2913
6292,58,45,55,3802,3715,3719,12,5,5,7228,7122,7122,425,359,256,1681,1681,933,2974,3032,3032
6323,48,50,53,3791,3653,3700,16,5,7,7245,7082,7082,416,353,285,1714,1714,964,2902,2959,2959
6354,58,49,59,3751,3622,3658,13,5,10,7159,6955,6955,422,383,286,1675,1675,917,2939,2988,2988
6385,42,45,46,3752,3700,3590,10,9,7,7219,7044,7044,433,371,260,1678,1678,908,2865,2997,2997
6416,45,55,45,3804,3643,3702,15,5,4,7169,6976,6976,435,392,261,1653,1653,949,2875,3065,3065
6447,50,53,37,3802,3740,3742,15,5,5,7186,6963,6963,414,382,296,1668,1668,905,2889,2966,2966
6478,50,52,56,3810,3675,3725,13,5,4,7266,7011,7011,425,337,259,1600,1600,881,2900,3006,3006
6509,71,45,49,3768,3634,3768,18,5,5,7200,7068,7068,403,369,284,1639,1639,906,2775,2961,2961
6540,54,37,48,3734,3670,3626,13,5,8,7133,7135,7135,426,387,273,1572,1572,900,2823,3061,3061
6571,50,45,47,3743,3750,3751,10,10,4,7169,7016,7016,429,423,256,1545,1545,899,2883,2949,2949
6602,58,48,48,3763,3649,3727,13,7,4,7226,6963,6963,436,394,261,1598,1598,904,2930,3005,3005
6633,57,40,60,3791,3706,3686,18,4,4,7143,6997,6997,426,380,242,1601,1601,925,2877,2942,2942
6664,54,49,52,3797,3736,3736,16,3,7,7185,7049,7049,394,417,285,1620,1620,860,2938,3042,3042
6695,54,43,39,3713,3701,3721,14,5,5,7207,7092,7092,441,375,265,1554,1554,906,2843,2974,2974
6726,55,39,43,3803,3600,3777,13,9,6,7086,6968,6968,414,397,273,1563,1563,838,2907,2941,2941
6757,43,39,40,3763,3623,3611,18,9,6,7113,6995,6995,437,345,263,1547,1547,879,2849,3026,3026
6788,54,47,49,3791,3712,3645,12,4,6,7074,7112,7112,426,409,275,1554,1554,835,2855,3031,3031
6819,48,41,49,3831,3616,3661,12,6,2,7219,7011,7011,447,371,255,1526,1526,854,2900,2958,2958
6850,44,43,42,3752,3564,3646,16,5,1,7124,6847,6847,395,369,272,1553,1553,815,2900,3020,3020
6881,40,42,48,3844,3772,3794,14,6,4,7133,7026,7026,386,341,256,1562,1562,856,2907,3014,3014
6912,60,36,45,3832,3631,3624,10,6,4,7198,6978,6978,419,361,274,1512,1512,838,2898,3008,3008
6943,50,36,44,3759,3677,3687,10,8,12,7092,6927,6927,414,371,262,1541,1541,849,2898,2905,2905
6974,57,42,44,3815,3632,3714,18,6,5,7129,6999,6999,399,394,274,1446,1446,847,2991,2934,2934
7005,36,43,48,3768,3547,3697,16,8,7,7052,6955,6955,452,381,252,1465,1465,841,2961,3010,3010
7036,43,38,47,3749,3706,3672,22,3,7,7019,6970,6970,415,352,256,1482,1482,856,2849,2857,2857
