,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
6850,6953,6637,6786,30644,30742,28703,972,958,930,1576,1587,1579,79125,76255,74338,15448,14474,13996,83596,82191,78330
6881,6979,6631,6861,30770,31023,28839,1010,997,930,1615,1577,1457,79105,75922,74699,15343,14286,13889,83831,82032,78762
6912,6994,6709,6765,30606,30740,28670,994,930,929,1626,1505,1460,79411,75841,74750,15408,14473,13875,83668,82163,78596
6943,7015,6692,6684,30463,30947,28725,1031,969,959,1606,1560,1550,78828,76441,74632,15049,14197,13886,84272,81883,79014
6974,7017,6617,6840,30940,30766,28870,1007,976,936,1555,1588,1539,79141,76157,74334,15178,14184,13763,83840,82577,78882
7005,6959,6671,6807,30774,30913,28842,1070,954,931,1589,1591,1499,79243,75970,74670,15027,13899,13564,83736,82888,78967
7036,6978,6628,6762,30768,31042,29096,1010,902,942,1639,1545,1507,79025,76157,74617,15004,13942,13644,84152,82758,79322
7067,7175,6695,6855,30728,30886,29083,1012,975,940,1551,1534,1505,79060,76554,74489,14985,13877,13489,83961,82505,79454
7098,7001,6606,6895,31108,31015,29115,1027,943,934,1649,1564,1521,79311,76355,75077,14653,13665,13661,84311,82548,79013
7129,6990,6613,6844,31023,31202,29055,1040,920,921,1581,1608,1597,79608,76198,74806,14925,13681,13377,84652,82642,79253
7160,7145,6783,6856,30839,31055,29052,1006,957,951,1675,1592,1526,79319,76441,75046,14646,13480,13235,84638,83001,79259
7191,7008,6712,6660,30928,30846,29019,999,1010,991,1592,1589,1523,79028,76477,75193,14711,13503,13256,84298,82821,79366
7222,7155,6830,6945,30948,31338,29128,1082,951,1010,1579,1551,1526,79668,77319,75175,14660,13477,13229,84516,82749,79100
7253,7062,6732,6840,31253,31268,29499,1002,938,930,1622,1648,1603,79534,76675,75277,14497,13444,13033,84972,83202,78973
7284,7049,6708,6914,31232,31033,28936,1030,959,947,1560,1608,1537,79722,76758,75032,14313,13360,13125,84988,82950,79354
7315,7052,6643,6852,31174,31137,29220,1038,991,952,1629,1560,1556,80119,76736,75115,14352,13204,12895,84286,82705,79604
7346,7072,6760,6899,31417,31038,29382,1024,887,955,1622,1587,1605,79332,76454,75012,14151,13096,12816,84649,83572,79438
7377,7029,6681,6842,31162,31415,29465,1036,932,944,1603,1539,1601,79952,76752,75155,13994,13074,12824,85117,83397,79928
7408,7184,6830,6887,31558,31502,29191,999,923,951,1575,1579,1611,79669,77005,75652,13838,13016,12765,84949,83333,80247
7439,7106,6906,6942,31508,31477,29362,1025,974,1028,1571,1516,1590,80174,76727,75569,13913,12798,12629,85448,83527,79879
7470,7092,6671,6849,31371,31503,29239,1014,1006,990,1556,1581,1538,79887,77384,75908,13923,12742,12563,84955,83752,80200
7501,7124,6821,7027,31167,31683,29229,1062,952,989,1567,1533,1508,79931,77047,75536,13642,12793,12473,85399,83285,80176
7532,7155,6778,6833,31422,31684,29607,1016,954,934,1613,1650,1517,79812,77496,75809,13519,12854,12361,85085,83694,80537
7563,7215,6817,6911,31430,31443,29498,990,953,991,1621,1577,1533,80174,76690,75571,13592,12528,12389,85455,83916,80428
7594,7143,6698,7036,31345,31887,29445,1042,995,963,1633,1593,1552,80023,77241,75296,13254,12594,12184,85624,83998,80150
7625,7195,6791,7003,31208,31607,29510,1048,976,968,1624,1588,1538,79979,77580,75672,13542,12395,12079,85998,84200,80506
7656,7219,6865,7068,31462,31687,29589,1033,953,1022,1613,1630,1559,80617,77257,75588,13286,12505,12030,85455,83972,80490
7687,7118,6891,6921,31560,31995,29568,983,1029,1006,1613,1571,1533,79903,77435,75261,13331,12408,12130,85596,84244,80280
7718,7154,6703,6888,31607,31803,29941,1011,928,1022,1610,1586,1579,80430,77536,75871,13048,12243,11871,85218,83931,80584
7749,7337,6732,6888,31634,31768,29377,1044,936,991,1636,1550,1639,80349,77361,75949,12922,12115,11861,85738,84307,80823
7780,7063,6775,7005,31847,31548,29889,1048,957,983,1567,1606,1563,80617,77253,75826,12907,12149,11872,85818,84149,80677
7811,7266,6798,7067,31905,31850,29665,1029,1025,974,1608,1615,1571,80191,77239,75519,13014,11987,11773,85704,84090,80659
7842,7135,6834,7044,31811,31545,29826,977,970,1004,1608,1600,1573,80247,77786,75889,12817,12166,11518,85783,84185,80599
7873,7209,6936,6926,31542,31983,29472,1054,1006,950,1574,1581,1609,80242,77950,75694,12718,11952,11707,85601,84637,80543
7904,7130,6989,7033,31807,32001,29755,1062,966,980,1596,1636,1533,80240,77439,76322,12685,11861,11667,86266,84856,80978
7935,7288,6825,6870,31734,31902,29961,1046,976,955,1615,1625,1565,79907,77191,75747,12560,11852,11620,85777,84417,80694
7966,7294,6778,7013,31668,31785,29763,1014,1021,1004,1575,1643,1507,80111,77324,75830,12695,11867,11352,86162,84836,80962
7997,7086,6855,7017,31888,31955,30137,1056,1003,974,1597,1589,1548,80025,77148,76138,12461,11640,11419,86307,84639,80811
8028,7285,6942,7025,31785,31900,29896,1014,948,945,1537,1622,1550,79993,77343,75728,12318,11651,11288,86199,84127,81504
8059,7058,6806,6967,31801,32071,29953,1060,969,963,1615,1580,1544,80518,77880,76153,12323,11508,11263,85886,84919,81158
8090,7226,6949,7082,31713,32072,29857,1065,1026,989,1650,1557,1548,80370,77453,75995,12035,11444,11144,86456,84585,81216
8121,7180,6899,7050,31879,32103,30089,1023,1008,972,1585,1611,1568,80554,77436,76137,12321,11344,11211,86658,84519,80976
8152,7249,7016,7072,31996,32350,30017,995,960,1010,1621,1602,1569,80363,77809,76151,12049,11298,11058,86436,84194,80822
8183,7279,6921,7137,32137,31959,30317,1012,951,952,1588,1630,1550,80477,77851,76448,12239,11280,10835,86528,84593,81243
8214,7238,6922,7071,32060,32269,29714,1081,970,1002,1617,1626,1523,80629,77257,75679,11888,11272,11085,86264,84630,81739
8245,7366,6961,7130,32030,32069,30053,1057,973,993,1620,1619,1574,80824,77859,76084,11765,11030,10803,86577,84935,80954
8276,7311,6888,7046,31909,32326,30088,1087,996,998,1634,1615,1556,80718,77848,76042,11853,11119,10886,86286,84872,81723
8307,7185,6820,7103,32030,32271,29616,1052,983,1023,1602,1666,1558,80472,77547,76203,11749,11053,10858,86400,85144,81440
8338,7260,7026,7211,32097,32119,30095,1063,988,989,1611,1694,1535,80371,77828,76493,11703,11163,10724,85969,84968,81716
8369,7355,6869,7056,32298,32375,30315,1037,982,989,1629,1555,1562,80622,77694,76278,11648,10911,10500,86689,84940,81289
8400,7081,6984,7137,32226,32293,29999,1091,995,983,1605,1596,1536,80493,77314,75848,11608,10833,10656,86312,84850,81448
8431,7254,6976,7062,32064,32369,30355,1091,1014,1027,1611,1658,1551,81015,77581,76286,11475,10664,10582,86673,85622,81028
8462,7372,6883,7126,32145,32403,30151,1086,993,996,1564,1628,1567,81051,77026,76031,11436,10624,10553,86707,84778,81683
8493,7325,6919,7113,32245,32551,30336,1021,1009,981,1664,1602,1604,80404,77928,76056,11308,10660,10366,86027,85216,81331
8524,7209,6909,7160,32505,32326,30223,1080,1005,978,1612,1651,1562,80535,77623,76118,11377,10514,10311,87017,85313,81488
8555,7359,6908,7072,32278,32429,30229,1052,1021,1029,1638,1617,1527,80522,77554,76464,11341,10552,10447,86652,85122,82087
8586,7296,7090,7275,32028,32382,30211,1113,980,1004,1664,1613,1596,80477,77829,76712,11107,10296,10203,86865,85112,81231
8617,7465,7014,7117,32545,32265,30199,1058,980,1038,1589,1624,1545,80565,78151,76327,11242,10455,10309,86942,85024,81345
8648,7340,6921,7069,32318,32735,30273,1053,1024,991,1584,1643,1600,80927,77827,76167,11023,10311,10118,86423,85457,81644
8679,7327,6843,7119,32160,32039,30679,1067,992,991,1626,1575,1629,80980,77616,76252,11031,10158,10154,86693,85478,81586
8710,7412,6815,7088,32364,32680,30283,1099,1018,990,1604,1666,1593,80632,77874,76531,10963,10326,10040,86736,85374,81399
8741,7308,7001,7139,32394,32291,30308,1058,961,966,1645,1651,1612,80692,77861,76097,10819,10180,9987,86546,85218,81773
8772,7372,7003,7124,32403,32537,30406,1069,976,1019,1653,1614,1562,80483,77880,75998,10811,10012,10012,86884,85495,81857
8803,7344,6852,7139,32360,32432,30432,1098,964,1006,1568,1612,1609,80727,77579,76189,10711,10135,9758,86612,85197,81942
8834,7487,6934,7083,32348,32498,30401,1050,992,1033,1622,1571,1570,80422,77823,76230,10720,9955,9981,86518,85486,82029
8865,7389,6916,7217,32264,32619,30413,1033,1006,970,1666,1638,1550,79998,77893,76156,10564,10018,9633,86461,85211,81939
8896,7277,6913,7171,32394,32661,30561,1044,1000,1034,1657,1607,1458,80633,78051,75797,10465,9932,9772,86899,85438,81849
8927,7471,7012,7188,32534,32765,30423,1079,983,985,1654,1597,1545,80210,78226,76191,10557,9784,9665,87210,85471,81875
8958,7463,6997,7070,32360,32472,30526,1104,972,1000,1642,1587,1529,80506,77895,76039,10485,9783,9661,86638,85687,82087
8989,7402,7097,7207,32391,32728,30703,1061,1001,1023,1591,1635,1554,80505,77754,76627,10474,9710,9611,86993,85747,81541
9020,7572,6969,7140,32669,32471,30567,1091,1018,1063,1624,1676,1553,80832,77657,76493,10399,9626,9404,86776,85242,82071
9051,7442,6959,7249,32607,32458,30523,1101,1000,967,1631,1687,1525,80686,77484,76035,10226,9703,9279,86897,86024,82619
9082,7398,7021,7204,32620,32586,30689,1064,1011,1003,1611,1606,1598,80526,77820,76275,10313,9529,9406,86928,85284,82260
9113,7385,6993,7270,32647,32451,30616,1063,966,993,1641,1610,1556,80295,77796,75999,10341,9496,9380,86780,85684,81261
9144,7397,6993,7188,32675,32743,30504,1067,1074,1031,1608,1652,1564,79946,77900,76367,10002,9476,9207,87261,86006,81956
9175,7480,7109,7179,32364,32697,30441,1095,991,1024,1578,1629,1573,80645,77569,76239,10071,9320,9336,86510,85721,82510
9206,7374,7119,7158,32174,32797,30675,1086,1007,1007,1552,1628,1554,80468,77360,76373,9829,9376,9163,87136,85799,82140
9237,7340,7039,7278,32533,32899,30427,1091,1054,993,1648,1649,1558,80556,77643,76235,9849,9440,9194,86812,85848,81910
9268,7370,7050,7175,32489,32873,30727,1082,1008,1081,1655,1618,1584,80851,77637,76026,9879,9141,8953,87291,86128,81985
9299,7433,6978,7188,32609,32936,30310,1083,1038,1061,1617,1583,1628,80835,77300,76415,9747,9121,8941,86808,86051,81699
9330,7499,7005,7157,32479,32972,30493,1084,1033,1028,1655,1611,1579,80902,77544,76224,9696,9211,8950,87308,85774,81993
9361,7492,7030,7177,32658,32675,30895,1080,977,1040,1603,1620,1515,80920,77622,76241,9751,9099,8874,86746,85924,81697
9392,7482,7094,7214,32585,32951,30853,1154,1025,968,1646,1658,1598,80759,77543,75956,9586,8875,8838,87376,85989,81582
9423,7367,7053,7160,32615,32798,30804,1104,1020,1035,1617,1590,1577,80623,77251,76056,9511,8993,8866,86925,85409,82352
9454,7274,6878,7210,32719,32935,30421,1043,1006,1027,1608,1625,1569,80582,77443,76181,9578,8865,8702,86856,85837,82333
9485,7382,7041,7177,32739,32685,30891,1113,985,1029,1594,1594,1589,79804,77195,76304,9446,8866,8546,86962,85676,81924
9516,7442,6956,7285,32650,32871,30925,1044,995,1013,1627,1633,1600,80481,77582,75886,9366,8825,8719,87196,85791,82408
9547,7438,7084,7253,32775,33119,30889,1098,1008,1010,1588,1694,1579,80453,77680,75915,9443,8612,8622,86561,85597,82120
9578,7485,7040,7211,32917,33067,30838,1099,1040,1025,1646,1598,1589,79807,77326,75558,9314,8703,8618,86995,85862,82414
9609,7537,7084,7176,32689,32837,30823,1084,1027,985,1613,1636,1496,80462,77528,75839,9268,8815,8596,86780,85825,82014
9640,7311,6985,7249,32786,32959,30889,1120,1046,1030,1632,1613,1571,80419,77469,75790,9169,8592,8416,86680,85511,82137
9671,7450,7134,7202,32640,32910,30835,1129,1040,1021,1592,1584,1590,80314,77362,76303,9258,8616,8406,86615,85719,82299
9702,7540,7011,7269,33063,32950,30849,1099,969,965,1620,1617,1639,80366,77042,76089,8992,8406,8519,87556,86595,82545
9733,7392,7160,7118,32950,32874,30595,1119,993,989,1576,1574,1607,80316,77528,75668,9193,8497,8590,86968,85969,82025
9764,7351,7001,7363,33078,32738,30853,1079,1038,1035,1613,1596,1524,79755,77362,75952,8982,8502,8372,87000,85936,82123
9795,7467,7079,7357,32624,32905,30649,1078,973,1034,1556,1606,1624,79982,76790,75685,8894,8434,8231,86776,86010,82171
9826,7385,6868,7238,32811,32968,30734,1121,1017,1052,1590,1649,1612,80485,77439,75409,9027,8336,8333,87253,85633,82184
9857,7352,7047,7258,33086,33058,31193,1111,1099,1027,1564,1634,1598,80305,76978,75999,8826,8286,8118,87015,86006,82092
9888,7390,7118,7218,32904,33114,30591,1086,1025,1033,1603,1650,1541,80264,76928,76091,8688,8067,8112,86690,86204,81887
9919,7439,7179,7183,32956,32854,30922,1067,1057,1031,1679,1609,1578,79995,77493,75919,8780,8255,8069,86408,85993,82642
9950,7471,7096,7316,32736,33098,31042,1110,985,1004,1641,1572,1530,79851,77068,75513,8732,8122,8164,86991,85582,82068
9981,7531,7190,7205,32892,33267,31000,1077,1027,1024,1578,1675,1563,80045,77278,76004,8800,7981,8025,86802,85595,82261
10012,7383,7094,7144,32890,33395,30747,1108,1014,1051,1634,1666,1551,79973,77238,75368,8544,8098,7950,86865,85315,82244
10043,7518,7111,7265,32833,33390,31238,1088,1029,1028,1596,1613,1490,80207,77130,75780,8661,8036,7959,86964,85801,82085
10074,7560,7127,7338,33178,33190,31064,1110,1029,1012,1589,1642,1600,79931,76836,75638,8645,8005,8001,87249,85767,82324
10105,7297,7200,7272,32987,33069,30733,1118,1050,1025,1560,1546,1559,79918,77369,75230,8643,7877,7825,86279,85894,82209
10136,7416,7201,7258,32914,33046,30949,1076,1008,1059,1576,1598,1563,79885,76881,75308,8360,8014,7747,86804,85487,82137
10167,7520,7159,7319,33306,33156,31052,1112,1013,1016,1609,1612,1555,79499,76975,75677,8367,7778,7827,86398,85620,81793
10198,7440,7097,7285,32979,33244,31072,1040,1049,1020,1573,1628,1590,80036,77226,75446,8277,7894,7765,87467,85563,82014
10229,7495,7028,7178,32652,33147,31245,1132,1033,1080,1621,1602,1556,80086,77005,75379,8217,7753,7680,86886,85687,82429
10260,7461,7177,7380,32739,33191,30874,1115,1087,1019,1620,1603,1538,79761,77213,75790,8313,7710,7549,87037,86070,82098
10291,7444,7032,7432,33116,33310,31134,1077,987,949,1622,1670,1550,79903,76860,75431,8226,7790,7669,87332,85854,82324
10322,7584,7143,7246,33168,33241,31168,1107,1006,1027,1546,1543,1556,79920,76993,75792,8264,7596,7541,86529,85603,82551
10353,7585,7166,7221,33250,32997,30970,1124,1018,1040,1595,1582,1505,79480,76783,75371,8122,7497,7479,86888,85695,82362
10384,7577,7065,7291,33240,33182,30984,1091,1046,1013,1605,1534,1549,79959,77530,75086,8073,7548,7455,86737,86061,82061
10415,7540,7158,7254,32970,33185,30966,1123,1045,1048,1611,1644,1535,79829,76458,75577,7980,7480,7529,87218,85801,82684
10446,7313,7078,7294,33059,33446,31230,1105,1040,1033,1602,1588,1593,79488,76675,75625,7984,7555,7355,87036,85719,82112
10477,7414,7062,7285,32784,33335,31228,1050,1010,1054,1559,1660,1539,79330,76678,75549,7854,7367,7353,86458,85765,82019
10508,7518,7045,7284,33120,33237,31021,1125,1021,1061,1612,1620,1571,79348,77090,75605,7919,7393,7429,86576,85629,82554
10539,7560,7074,7514,32980,33393,31237,1102,1000,1011,1575,1592,1516,79359,76991,75426,8024,7321,7258,87011,85974,82284
10570,7623,7011,7292,33224,33174,31229,1118,1008,1053,1573,1615,1558,79575,76538,75143,7787,7351,7146,86834,86298,82409
10601,7607,6988,7140,32846,33186,30739,1061,1099,1044,1613,1591,1526,79598,76464,75616,7971,7327,7279,86976,85701,82380
10632,7555,7061,7330,33207,33219,31223,1094,1036,1025,1637,1598,1566,79430,76683,75347,7828,7260,7125,86659,86002,82362
10663,7435,7100,7314,32989,33248,31086,1101,1070,1012,1575,1645,1554,79402,76580,75271,7600,7208,7222,86654,85612,81894
10694,7421,7011,7368,33238,33219,31211,1088,1050,973,1608,1588,1569,79517,76510,74896,7624,7167,7099,86527,85407,82320
10725,7535,7077,7295,33118,33069,31148,1131,1006,1036,1641,1648,1522,78901,76610,75554,7586,7114,6955,86536,85571,81739
10756,7507,6999,7296,33199,33434,30919,1094,1071,1042,1627,1658,1541,78927,76301,75002,7558,7067,7006,86915,85241,82016
10787,7420,7098,7370,33141,33231,30962,1114,1071,1031,1554,1605,1562,79183,76097,75149,7646,7114,7031,86498,85431,82000
