,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
7532,11240,11068,11087,7469,7209,7249,1084,1062,1097,207,193,206,492,523,489,4066,4147,4157,17223,17229,16434
7563,11199,10994,11267,7522,7225,7342,1105,1008,1078,197,189,200,555,524,500,4137,4403,4196,17332,17281,16719
7594,11210,11121,11127,7453,7268,7253,1127,1038,1061,217,197,191,537,487,536,4204,4320,4291,17458,17283,16714
7625,11337,11134,11143,7541,7283,7292,1053,1026,1108,210,181,178,498,507,527,4226,4226,4246,17527,17421,16516
7656,11263,10970,11203,7624,7243,7380,1076,1051,1078,177,206,187,484,508,519,4147,4391,4331,17554,17591,16644
7687,11437,11195,11401,7584,7307,7290,1098,1012,1108,184,206,180,545,512,528,4226,4367,4208,17413,17435,16848
7718,11276,11183,11203,7438,7290,7342,1095,1060,1097,203,210,194,536,536,507,4204,4356,4274,17705,17453,16241
7749,11263,11170,11190,7592,7313,7519,1067,1047,1078,205,198,188,520,521,504,4174,4332,4223,17699,17428,16770
7780,11344,11083,11152,7539,7323,7189,1071,1026,1175,189,207,187,534,492,524,4203,4346,4272,17593,17243,16746
7811,11293,10995,11166,7501,7416,7408,1086,1056,1082,196,205,177,494,506,509,4164,4424,4231,17745,17694,16836
7842,11303,11174,11285,7558,7311,7363,1103,1019,1048,175,220,200,529,535,527,4275,4261,4269,17791,17507,16561
7873,11184,11256,11346,7545,7385,7330,1112,1101,1021,182,221,208,503,516,504,4248,4280,4234,17706,17502,16667
7904,11346,11061,11319,7772,7331,7440,1082,1058,1084,204,212,199,516,498,536,4145,4401,4348,17735,17557,16818
7935,11462,11155,11299,7546,7304,7463,1136,1025,1146,204,215,198,496,524,524,4212,4337,4281,17650,17776,16814
7966,11513,11173,11309,7481,7471,7324,1093,1050,1089,205,191,191,524,557,515,4210,4344,4361,17884,17744,16955
7997,11625,11373,11271,7678,7310,7489,1069,1042,1073,194,206,188,528,516,547,4223,4411,4216,17541,17493,16903
8028,11464,11340,11500,7659,7368,7398,1084,1069,1159,210,216,186,537,483,500,4263,4356,4312,17865,17841,16801
8059,11445,11258,11456,7643,7264,7440,1073,1106,1096,214,204,198,529,487,533,4303,4479,4274,17880,17697,16771
8090,11227,11226,11370,7732,7456,7569,1124,1064,1061,199,194,195,502,524,514,4329,4410,4312,17818,17732,16893
8121,11601,11279,11393,7646,7397,7601,1110,1067,1074,182,204,204,535,524,510,4267,4494,4337,17736,17619,16872
8152,11676,11360,11308,7595,7577,7424,1071,1044,1101,222,212,215,551,507,541,4242,4367,4430,18014,17813,16831
8183,11421,11443,11319,7718,7505,7411,1128,1093,1123,188,199,198,550,515,545,4214,4497,4359,17693,17659,16951
8214,11538,11322,11379,7721,7445,7490,1078,1065,1103,192,208,200,555,527,539,4191,4464,4307,17967,17767,16897
8245,11660,11405,11562,7622,7438,7497,1049,1075,1117,204,196,214,533,524,538,4327,4409,4387,17835,17803,17023
8276,11407,11223,11442,7681,7510,7564,1099,1100,1139,201,196,198,521,557,523,4270,4369,4305,18043,17785,17139
8307,11665,11417,11415,7881,7486,7558,1112,1078,1070,206,204,210,524,511,515,4308,4387,4407,18088,17786,17081
8338,11615,11561,11594,7636,7445,7582,1083,1044,1125,191,207,207,578,517,537,4298,4502,4318,17960,17852,17029
8369,11630,11556,11577,7755,7582,7582,1129,1089,1086,191,201,180,521,488,533,4276,4486,4363,17796,17960,17051
8400,11604,11405,11519,7806,7524,7468,1087,1090,1107,208,200,190,542,543,502,4354,4407,4435,17907,17802,17125
8431,11401,11555,11600,7785,7435,7652,1096,1132,1120,210,193,187,532,505,516,4316,4466,4521,17884,17989,16997
8462,11759,11473,11782,8036,7449,7541,1126,1060,1145,206,217,205,576,539,532,4373,4400,4373,17910,17844,16976
8493,11604,11379,11400,7772,7450,7676,1120,1044,1134,200,192,201,565,513,502,4392,4525,4487,18092,17956,17273
8524,11589,11418,11589,7713,7596,7622,1137,1098,1113,212,202,217,551,532,542,4346,4557,4418,18300,17949,17077
8555,11666,11488,11535,7762,7444,7522,1139,1126,1140,204,212,196,530,547,540,4295,4513,4389,18334,17974,17198
8586,11787,11723,11673,7757,7580,7645,1113,1065,1116,210,204,185,519,521,549,4399,4437,4386,17922,17950,16974
8617,11759,11586,11627,7844,7498,7539,1110,1074,1142,216,204,185,500,532,533,4371,4585,4351,18549,18162,17083
8648,11789,11492,11628,7688,7569,7514,1162,1082,1118,213,217,215,553,546,537,4341,4489,4412,18098,18158,17126
8679,11828,11602,11849,7713,7610,7637,1099,1102,1143,219,219,194,587,532,516,4316,4610,4500,18249,17946,17239
8710,11797,11760,11735,7857,7660,7609,1141,1138,1111,211,205,223,574,558,526,4330,4564,4565,18319,18129,17255
8741,11835,11650,11733,7781,7546,7556,1122,1026,1105,198,196,208,532,539,538,4495,4511,4486,18175,18253,17287
8772,11901,11740,11696,8041,7532,7671,1135,1087,1143,195,227,193,517,525,531,4370,4557,4467,18170,18158,17355
8803,11752,11673,11681,7950,7741,7567,1122,1108,1115,208,213,205,529,564,527,4320,4605,4460,18239,18104,17338
8834,11779,11792,11838,7836,7623,7706,1127,1103,1125,200,208,199,544,513,559,4314,4477,4570,18238,18129,17162
8865,11732,11644,11745,7901,7586,7730,1155,1108,1161,208,221,194,554,517,587,4397,4689,4557,18283,18083,17207
8896,11966,11654,11809,7963,7640,7702,1086,1132,1149,212,218,197,540,528,547,4345,4583,4573,18304,18242,17426
8927,11893,11683,11873,7859,7585,7772,1129,1095,1160,206,202,191,526,544,540,4345,4523,4373,18484,18297,17470
8958,11907,11861,11798,7954,7798,7649,1154,1118,1203,215,218,196,523,545,574,4449,4513,4551,18507,18193,17294
8989,11957,11752,11813,7803,7634,7809,1140,1118,1137,202,224,202,566,535,557,4468,4525,4547,18300,18196,17394
9020,11980,11899,11734,7947,7606,7664,1135,1125,1153,206,210,217,555,520,532,4454,4423,4493,18306,18110,17432
9051,11959,11851,12028,7914,7652,7736,1099,1122,1165,203,211,214,579,529,548,4460,4519,4562,18326,18279,17512
9082,11835,11766,11836,7931,7639,7715,1141,1109,1133,208,206,208,566,528,542,4416,4460,4546,18447,18249,17481
9113,12030,11882,11767,7890,7660,7772,1175,1097,1181,214,206,191,560,543,560,4491,4495,4441,18406,18316,17673
9144,12030,11686,11691,7848,7634,7764,1156,1100,1206,227,209,200,544,547,573,4405,4739,4589,18498,18243,17535
9175,12117,11705,11812,7876,7575,7755,1114,1095,1132,195,210,209,524,557,524,4487,4479,4554,18513,18419,17468
9206,11865,11724,11953,7938,7757,7741,1169,1120,1177,206,213,208,526,543,524,4386,4623,4527,18281,18481,17585
9237,12120,11932,11865,7944,7699,7734,1157,1084,1167,215,208,195,575,540,555,4507,4655,4536,18564,18261,17581
9268,12107,11943,11804,7878,7607,7749,1162,1129,1139,208,244,177,568,513,529,4466,4716,4519,18585,18365,17650
9299,12167,11816,11914,8046,7834,7750,1171,1086,1162,209,222,218,552,547,531,4473,4628,4639,18532,18287,17277
9330,12170,11830,12086,8095,7641,7728,1196,1097,1209,215,190,214,572,549,555,4485,4601,4566,18545,18459,17694
9361,12130,12044,11905,7999,7704,7721,1153,1090,1147,226,208,204,551,538,554,4537,4678,4550,18542,18334,17806
9392,12074,11943,12041,7988,7773,7786,1177,1127,1114,199,195,217,563,554,534,4449,4650,4558,18665,18421,17672
9423,12114,11876,12162,8071,7802,7754,1186,1173,1207,206,216,209,567,532,562,4467,4689,4531,18813,18348,17370
9454,12034,11954,12028,8069,7754,7866,1154,1093,1138,217,230,206,558,536,551,4486,4615,4548,18627,18665,17553
9485,12081,11928,11984,7933,7767,7849,1169,1127,1146,202,195,199,585,566,542,4423,4723,4517,18712,18466,17491
9516,11953,11984,12085,7991,7800,7838,1132,1156,1169,183,208,207,568,545,552,4520,4599,4562,18753,18519,17656
9547,12143,11967,12024,8099,7785,7923,1203,1139,1183,204,226,209,576,562,559,4489,4638,4524,18782,18641,17593
9578,12139,11995,12155,8079,7768,7929,1149,1105,1131,207,219,205,579,544,533,4562,4564,4649,18563,18591,17701
9609,12274,11869,12064,7976,7787,7858,1127,1129,1179,207,210,217,575,524,541,4546,4716,4537,18644,18511,17876
9640,12179,12022,11885,7973,7791,7800,1209,1124,1230,191,236,204,566,575,530,4581,4657,4538,18807,18667,17837
9671,12310,11913,12081,7880,7933,7838,1169,1181,1192,208,212,208,560,535,555,4519,4681,4535,18820,18496,17519
9702,12271,11868,12065,8160,7777,7918,1171,1156,1209,206,207,206,560,539,534,4561,4773,4616,18700,18651,17937
9733,12226,11944,12145,8086,7676,7880,1179,1109,1196,196,208,187,561,568,593,4518,4789,4680,18752,18655,17811
9764,12164,11998,12098,8149,7846,7802,1106,1048,1172,223,227,187,557,529,562,4534,4710,4657,18810,18608,17738
9795,12054,12035,12177,8012,7850,7931,1140,1120,1159,208,224,181,568,536,601,4488,4685,4644,18825,18591,17863
9826,12229,12171,11976,8124,7810,7981,1126,1149,1202,215,219,201,593,521,545,4549,4744,4595,18890,18754,17831
9857,12237,11971,12001,7912,7822,7924,1124,1082,1156,215,214,205,536,538,555,4518,4746,4612,18957,18839,17871
9888,12253,12140,12139,8214,7862,7870,1157,1152,1162,214,201,183,540,572,540,4544,4693,4583,18812,18704,17840
9919,12238,11988,12014,7909,7774,8017,1205,1152,1131,199,208,197,568,557,513,4542,4807,4599,18837,18901,18064
9950,12452,11963,12220,8146,7763,7843,1193,1084,1184,215,214,187,566,562,595,4621,4677,4589,18886,18559,17795
9981,12264,12194,12066,8107,7942,7997,1129,1119,1141,198,221,199,576,511,572,4547,4760,4733,18984,18895,17871
10012,12214,12145,11937,8213,7757,7817,1211,1129,1241,201,224,214,553,560,571,4498,4756,4659,18772,18827,17895
10043,12266,12235,12185,8141,7813,7931,1130,1110,1186,197,220,208,561,542,535,4566,4746,4731,18950,19000,17724
10074,12496,12115,12241,8164,7865,7896,1179,1107,1191,204,207,219,579,545,505,4611,4767,4542,18975,18624,17918
10105,12274,12291,12126,8171,8103,7991,1211,1122,1204,212,232,208,566,586,574,4583,4708,4565,18839,18948,18051
10136,12420,12164,12206,8163,7862,7968,1131,1120,1230,211,208,200,557,570,544,4522,4778,4660,18618,18903,18092
10167,12348,12081,12154,8224,7939,7782,1184,1086,1162,249,227,189,601,554,560,4517,4788,4797,19021,18698,17957
10198,12395,12060,12201,8149,7923,7984,1209,1106,1133,188,237,202,579,559,563,4681,4795,4661,19179,18904,17954
10229,12360,12179,12197,8103,7990,8043,1161,1129,1137,214,204,201,569,535,583,4590,4683,4667,18956,18869,17975
10260,12382,12170,12404,8355,8130,8018,1163,1146,1184,196,205,223,575,536,557,4570,4776,4635,18867,18860,18020
10291,12384,12160,12190,8251,7926,8022,1193,1107,1137,217,223,210,543,532,549,4623,4753,4646,19186,18771,18016
10322,12568,12360,12276,8336,7857,8020,1142,1131,1225,219,221,231,589,534,547,4613,4814,4635,18863,19143,17861
10353,12482,12183,12327,8282,7914,7987,1173,1158,1170,196,200,200,610,581,577,4628,4833,4650,19024,18930,18064
10384,12443,12300,12261,8230,7827,7906,1253,1164,1195,203,225,217,570,566,519,4592,4896,4753,18947,18928,17882
10415,12302,12225,12408,8200,8007,7916,1241,1143,1198,217,217,214,576,562,576,4584,4736,4680,19273,18917,18057
10446,12442,12250,12153,8147,8002,7981,1207,1151,1236,199,206,210,563,547,558,4580,4771,4639,18892,18909,18260
10477,12475,12281,12141,8277,7809,8030,1209,1161,1170,230,204,192,560,558,536,4683,4797,4674,19107,19041,18193
10508,12521,12391,12304,8304,7957,8008,1190,1141,1181,202,216,214,558,585,579,4631,4720,4674,18663,18905,17922
10539,12476,12361,12442,8316,7957,7945,1232,1105,1205,188,250,232,557,542,552,4625,4830,4719,19082,18655,18088
10570,12484,12421,12215,8232,7974,8185,1186,1123,1167,222,225,213,538,536,576,4691,4708,4666,19194,18710,18028
10601,12476,12397,12401,8231,8173,7991,1248,1118,1164,223,229,217,576,537,557,4664,4830,4722,18943,19035,18193
10632,12517,12257,12445,8196,8050,8024,1213,1118,1204,185,217,202,570,570,557,4562,4845,4717,19115,19022,18245
10663,12577,12321,12286,8351,7987,8056,1211,1127,1241,192,230,215,572,536,589,4640,4768,4725,18941,18914,18128
10694,12560,12352,12361,8249,8037,8056,1154,1160,1194,230,232,205,563,589,536,4568,4804,4743,19160,19001,18135
10725,12626,12340,12392,8304,7998,8107,1190,1195,1162,207,205,204,557,567,533,4659,4813,4692,19159,18994,18176
10756,12497,12363,12360,8232,7904,7986,1234,1145,1206,197,222,204,552,569,573,4725,4811,4715,19228,19024,18190
10787,12673,12225,12307,8242,8085,8094,1203,1171,1252,236,218,213,567,553,587,4660,4750,4619,19209,19251,18075
