,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
10105,414,403,477,1560,1490,1797,128,133,102,45,52,52,477,739,583,58433,55932,58456,1201,911,882
10136,402,425,476,1556,1543,1825,146,111,93,50,50,42,466,701,562,58508,56008,58270,1188,860,913
10167,378,423,473,1549,1529,1861,148,134,98,46,52,46,464,755,579,58762,56153,58711,1262,869,893
10198,389,418,474,1587,1477,1867,139,117,96,45,49,46,443,716,590,58333,56019,58672,1231,911,939
10229,415,433,465,1577,1551,1808,137,130,109,46,48,58,472,735,621,58361,55708,58222,1253,862,982
10260,407,424,475,1588,1560,1778,155,118,106,46,50,43,458,726,629,58751,55941,58526,1224,827,929
10291,401,388,421,1549,1509,1806,137,123,105,54,55,50,472,759,613,58379,56039,58519,1231,879,947
10322,374,445,467,1579,1482,1822,134,126,92,46,42,54,460,758,628,58673,55688,58473,1206,882,968
10353,379,396,452,1475,1516,1761,128,102,104,43,53,50,482,722,609,58196,56021,58367,1273,884,928
10384,361,430,509,1531,1503,1819,145,126,90,52,43,56,439,727,608,58191,55728,58537,1217,917,961
10415,365,405,458,1612,1531,1798,139,124,99,43,39,53,447,739,624,58168,56001,58186,1251,850,947
10446,412,406,479,1575,1528,1827,131,131,96,48,40,54,472,725,611,58244,56177,58284,1258,845,978
10477,398,399,491,1552,1524,1778,141,117,102,58,51,58,439,747,614,58340,55759,58332,1216,906,919
10508,393,389,482,1600,1434,1786,139,120,90,45,41,54,474,805,646,58317,56044,58615,1246,866,970
10539,401,384,479,1630,1510,1821,121,125,76,45,41,61,452,727,572,58313,55984,58175,1201,873,982
10570,409,399,487,1516,1476,1833,139,130,79,46,41,48,481,744,623,58138,55747,58035,1253,820,919
10601,416,421,466,1567,1541,1859,131,114,97,55,55,56,451,754,626,58142,55719,58039,1199,865,942
10632,384,399,471,1581,1524,1812,143,109,92,37,47,51,477,753,620,58331,56215,58133,1220,894,928
10663,403,429,432,1588,1409,1803,128,122,103,44,43,43,477,759,604,57936,55717,58033,1226,850,965
10694,386,411,473,1563,1489,1836,128,116,92,54,48,50,475,728,635,58144,55691,58379,1279,880,964
10725,408,430,463,1530,1507,1805,132,122,104,55,48,55,454,760,612,58047,55875,58103,1234,875,974
10756,379,397,490,1546,1521,1888,132,115,76,51,47,45,464,779,584,57951,55593,58080,1296,857,957
10787,378,437,470,1599,1507,1797,133,110,95,52,46,57,466,707,608,57964,55321,58448,1258,859,942
