,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
6106,353697,361617,334326,1265245,1140734,1037782,69222,65335,64627,34169,32171,28952,130937,137811,135217,831103,895079,877428,832035,820837,802849
6137,353578,362826,335498,1263282,1136931,1035801,68413,64273,64365,34262,32158,29085,130891,136436,135241,827994,890933,875891,827798,816249,799880
6168,353428,363380,335242,1257697,1133444,1030333,68509,63821,63787,34232,32555,29374,130177,136917,134516,824252,889140,871427,825112,812334,796044
6199,354354,363262,335168,1256438,1130113,1028955,68367,63512,63148,34440,32512,29405,129401,135462,133251,822047,885090,869738,821076,811782,791126
6230,355255,364381,335739,1250799,1124452,1026120,68136,63112,62837,34268,32878,29189,128325,134472,132458,818335,882483,867688,817794,806186,790455
6261,356249,363557,337242,1246788,1122347,1022938,67282,62636,62475,34488,32320,29365,127706,133857,131465,816597,879132,864915,813553,801815,787793
6292,355319,364788,336248,1240479,1120485,1020637,67187,62845,62365,34179,32579,29557,126717,132834,131268,814326,876061,862586,809273,799751,783923
6323,356337,364863,337152,1239776,1116108,1015695,66551,62269,62263,34034,32226,29278,126720,131919,129366,812564,873142,858527,806470,794347,779963
6354,356189,365034,337531,1234158,1113205,1015235,66699,62137,61689,34280,32450,29185,125262,131107,129185,809145,870597,855755,802197,790436,774909
6385,356032,366587,338001,1231478,1107288,1010991,65902,61493,61255,34446,32813,29674,124334,129945,128070,805923,868068,852724,801084,787925,773503
6416,356509,367432,338106,1225973,1105621,1006463,66015,61280,60755,34581,32369,29669,123451,129623,127763,802476,864312,849840,795578,784099,769025
6447,357238,366506,339122,1223614,1102214,1003593,65347,60743,60623,34479,32653,29631,122939,128410,127229,799552,862306,846462,792818,782102,766769
6478,357185,366780,339012,1219819,1098098,998912,64936,60243,60430,34791,32777,29578,122100,127890,126235,799839,859938,844509,787550,777952,764121
6509,357534,367710,338894,1215671,1094084,997164,64666,59992,60126,34660,32593,29666,121209,127060,126076,794177,855098,840659,785143,774568,759777
6540,358119,367342,339583,1210957,1091264,994236,64187,60068,59757,34912,32858,29709,120899,125785,124379,792406,852478,837810,780825,771021,757598
6571,358950,367887,339514,1207484,1088159,989778,63517,59538,59646,34895,32850,29475,120152,125745,123238,788869,849904,836890,777205,767889,753406
6602,358082,368647,340511,1201732,1085686,988018,63281,59107,59009,34551,32834,29870,119140,124598,123307,787225,847717,833730,775690,764765,750499
6633,359467,368782,340309,1198997,1080528,985813,63126,59002,58427,34988,32737,29605,118407,124035,122325,784741,845020,830405,770101,761879,746949
6664,359517,368614,341478,1194178,1078365,981078,62726,58323,58154,34462,32899,29813,117421,123295,121469,779754,840664,826168,767216,757652,743483
6695,359936,368687,341039,1191595,1074648,977925,62868,57904,57961,34935,33222,29909,116922,122540,120578,776588,837985,824820,764081,754187,740031
6726,359273,369190,340939,1186122,1070725,975839,62369,57914,57932,34882,33312,29882,116290,121859,119917,775153,834716,821118,758996,751824,737655
6757,359380,369869,341947,1181772,1067273,970610,61553,57224,57474,35108,33180,29795,115452,120932,119214,771696,831833,818329,756092,746774,734164
6788,360203,369497,341421,1178285,1064642,968363,61299,56997,56880,34686,33001,30072,114321,119938,118556,769674,827340,816771,752347,744307,731800
6819,361695,370391,341817,1175956,1060022,964830,61261,56604,56530,35084,32884,29906,113479,119249,117880,767369,824950,813308,748825,737937,727770
6850,361105,370256,342140,1170784,1055213,961609,60894,56615,56329,34894,32924,29688,113228,118439,116872,763782,823258,811104,745288,736155,724569
6881,361720,372078,341922,1165442,1053185,958166,60188,55952,55957,34790,33072,29959,112555,117901,115735,760156,818885,807791,742057,732649,719771
6912,362063,371710,342206,1162649,1047362,954160,60344,55715,55534,35047,33091,29860,111692,116717,115347,757167,817297,804329,737492,729391,716873
6943,361087,370753,343677,1158690,1042855,952210,59920,55199,55548,34860,32915,30108,110999,115677,114556,755834,813156,801126,735774,725957,714426
6974,361581,371927,343384,1154345,1041236,947563,59464,55141,55086,34990,33169,30073,110542,115499,113850,752742,809839,798338,731916,721267,711660
7005,361690,371584,342753,1149963,1039056,944835,59186,54603,54786,35018,33323,29848,109330,114358,113290,749884,806848,796584,727923,719596,706855
7036,362944,373118,343690,1145945,1034710,940815,58393,54240,54256,34911,33214,30355,108804,113967,112531,747941,805150,793227,725608,714375,704197
7067,361780,372676,343078,1141089,1030754,938530,58507,53868,54091,35083,33484,30191,107476,113320,111761,744234,801348,789776,720862,712009,701054
7098,362246,372348,343892,1137676,1026464,935515,58067,53617,53478,34890,33304,29951,107201,112156,111088,742514,799377,787423,717537,707592,697463
7129,363652,372490,343922,1135494,1024199,931889,57487,53472,53595,35440,33286,30202,106814,111990,110808,739373,795570,784113,713536,705268,694528
7160,363829,372629,343544,1128822,1018621,928263,57354,52823,53364,35201,33289,30245,105960,110618,109781,737228,793276,782171,709999,701340,691194
7191,362921,372622,344269,1126584,1015013,925718,57140,52997,52607,35333,33309,30056,104916,109607,109697,732313,789472,777853,707941,698191,689687
7222,363268,372944,344728,1119603,1012098,921088,57046,52637,52520,35276,33310,30036,104961,109244,108205,730691,788061,775433,703086,695088,685033
7253,364449,373316,344700,1116880,1008498,920247,56454,51690,52350,35104,33589,30191,103990,108178,107811,728542,782679,772556,700946,692145,682805
7284,364343,374477,344465,1111409,1005517,915024,55893,52251,51784,35544,33589,30062,103004,107954,106756,724902,780643,769880,696128,687441,680141
7315,364298,374619,345902,1108664,1001661,911787,55837,51328,51502,35270,33223,30391,102787,107079,106278,721840,777788,768040,691137,685682,675546
7346,364092,374661,345551,1107196,997888,907896,55175,51355,51032,35650,33608,30258,101364,106698,105259,718773,774078,764808,690158,679498,671012
7377,364589,373547,345083,1100703,993457,904890,54874,50808,50770,35431,33406,30272,101047,105215,105006,716211,770873,761232,686373,677496,669215
7408,364885,374460,345967,1097242,988277,902749,54592,50626,50743,35400,33250,30325,99967,105306,104573,714646,769259,757884,682458,673226,666153
7439,363404,374658,346166,1093768,987554,898279,54129,50455,50233,35312,33419,30376,99767,104268,103627,710822,765976,755195,677886,670701,662725
7470,365053,376203,345976,1087437,982691,894708,54089,49731,49811,35218,32998,30548,98823,103688,102827,707317,761812,752544,675542,665728,660072
7501,365427,375659,345975,1083657,978341,890058,53610,49676,49297,35606,33452,30479,98165,103130,102257,706580,759633,748308,671357,660860,657519
7532,364659,374271,346960,1079812,975584,887736,53432,49079,49535,35486,33695,30412,97568,102310,101688,703232,755732,746349,669054,657384,653124
7563,364775,375013,346501,1076317,971626,884866,53006,48850,49090,35478,33825,30598,97013,101490,101008,699942,753845,743309,665743,653738,650648
7594,365317,374306,346713,1071775,967677,881979,52641,49156,48433,35394,33429,30494,96894,100485,100736,696172,749429,741482,662683,651272,647527
7625,365560,376359,347046,1067542,965678,877516,52548,48284,48294,35305,33570,30600,95805,100276,99706,695261,747400,739286,659220,648656,643438
7656,366068,376405,346569,1064904,961962,875388,52575,48056,47994,35904,33440,30410,95170,98840,99065,691265,745895,735467,655267,644766,639703
7687,365924,375550,346662,1059810,957280,871919,52056,47508,47675,35732,33657,30619,94477,99235,98156,687552,743249,733312,650828,640879,637791
7718,366277,375335,346907,1056284,953332,868353,51686,47450,47396,35509,33702,30399,93856,98318,97825,685804,739362,729651,649462,637490,635739
7749,365895,376338,346948,1051065,950714,865794,51504,47167,46900,35740,33463,30462,93520,97742,97109,682956,735204,727496,645420,634604,631896
7780,366134,377301,347485,1046783,945881,863402,50813,46861,46695,35709,33587,30461,92593,97140,96111,681364,732501,725077,642817,631196,628566
7811,365716,376753,347523,1041491,942326,858370,50626,46254,46488,35764,33845,30504,91599,96345,95816,677018,729807,721595,640148,628655,625549
7842,366133,376409,347515,1037678,938972,854605,50249,46362,46112,35755,33840,30726,90942,95847,94994,674539,726885,718351,636093,625754,621549
7873,366880,376323,347812,1034351,934147,851958,49874,46205,45841,35892,33603,30487,90809,94699,94722,672382,723963,716609,632650,622268,620049
7904,366154,377051,348098,1031510,932892,848582,49757,45805,45772,35594,34189,30744,90084,94003,94117,669096,721426,713657,630357,618160,616294
7935,366704,377166,347422,1025711,927463,843478,49368,45100,45634,35804,33953,30616,89935,93588,93581,669100,719657,709667,626510,614886,613024
7966,365989,377549,347681,1022510,924973,842723,48882,44930,45069,35655,33886,30493,89753,93398,92688,665526,715764,708161,621668,612877,609974
7997,367162,378241,348168,1019497,919810,839215,48880,45126,44964,35900,33907,30619,88516,92876,92214,663477,712820,704798,620409,609916,608523
8028,367409,377205,348717,1013316,917967,835025,48197,44592,44790,36067,34123,30887,87306,91881,91376,660111,709256,702036,616674,606585,603161
8059,367090,378012,348585,1010912,915293,832057,48052,44346,44281,35691,33945,30472,87139,91293,91300,659939,707053,699407,614717,604735,600637
8090,367137,378170,349338,1006609,912400,828390,48243,44233,44067,35842,33912,31011,87140,90821,90534,654277,703987,696728,610349,600939,597306
8121,367181,377415,348365,1004698,907396,826307,47214,43742,43654,35828,33876,30966,85937,90545,89914,651859,701034,692837,605854,598797,595579
8152,366919,377911,348727,1000204,903666,821373,47292,43212,43250,36207,33917,30882,85567,89866,89100,647871,699194,692092,603478,595848,591804
8183,367459,377628,349334,994919,899932,819212,46892,43099,43132,36081,33958,30952,84910,88984,88507,647300,696523,688621,601320,592511,588600
8214,366659,377603,348740,992172,896643,815028,46860,42801,42825,36009,34101,31036,84345,88185,87861,644878,692651,687297,596817,589110,585174
8245,368112,378172,349890,985166,892634,813418,46709,42642,42544,36105,33887,31008,83935,87762,87730,641248,690307,684689,594379,586136,583300
8276,367184,378301,349526,983294,889609,810414,46243,42124,42432,36250,33842,31037,83716,87135,86966,639275,687083,679449,590332,582722,581429
8307,367690,378372,349203,979042,885239,806069,45697,42147,42090,36267,33995,31208,82621,86532,86260,637293,684014,678059,586993,578803,577687
8338,368418,379160,350290,975124,880172,803574,45770,41917,41328,35993,33919,30697,82564,86175,85975,632896,682220,675190,584526,576863,575077
8369,367898,378884,348284,971087,878556,800840,45096,41580,41449,35966,34228,30878,81367,85231,85198,630968,679806,671451,583095,572974,572940
8400,367039,378551,349516,968418,874959,795455,44992,41338,41208,36175,34100,31104,81289,85172,84836,628178,675163,669771,578749,572774,569238
8431,366720,379139,348480,961701,872276,792854,44582,41078,40775,36184,34192,30803,80861,84548,84447,625615,674020,667441,574927,569374,565680
8462,367998,379033,349651,958389,866903,789857,44157,40760,40645,36410,34136,31058,79961,83679,83964,624494,670316,662974,573167,566184,562827
8493,367648,378615,350088,955564,864286,787000,44240,40453,40292,36198,34235,30965,79726,83213,82800,621678,667391,662898,569227,563694,559743
8524,367617,380291,349849,951321,860646,782815,44115,39912,39901,36304,34267,31001,78729,83034,82490,618586,665608,658010,566258,560089,557181
8555,368555,379233,350358,947562,859076,780405,43919,39522,39692,36263,34358,30959,78252,82125,82185,616205,662504,656777,563058,557290,555018
8586,368806,379203,349782,942945,853651,776489,43444,39461,39445,36048,34242,30978,77809,81549,81107,613094,660196,652601,560057,553906,551572
8617,368801,379014,349791,937448,851552,773757,43067,39221,39637,36028,34471,30991,77637,80905,80666,610096,656987,650610,557351,551499,548933
8648,368038,379167,349317,936719,846769,770496,42814,39161,39203,36132,34290,31017,77048,80203,80456,608677,655572,648908,554867,549020,545668
8679,367455,380012,349694,932032,842550,768307,42514,38689,39041,36173,34119,31281,76288,80006,80105,605961,651671,645692,550689,545473,543131
8710,367982,379125,349964,928653,839391,764746,42401,38754,38342,36453,34330,31138,75870,79737,79637,602721,648886,643377,547212,542632,540721
8741,368727,380037,350223,923836,837456,761086,42117,38365,38397,36165,34273,30971,75214,78194,78867,599896,645849,641076,544698,540269,537213
8772,368705,378609,349599,919696,832173,759389,41698,38156,38047,36354,34390,31398,75124,77949,78362,598678,644028,637856,542310,537744,535608
8803,368242,379417,350286,915200,828998,755143,41599,37734,37718,36166,34434,31141,74116,77914,77731,595245,640724,635914,538518,533682,532146
8834,368329,379311,350030,912654,825679,751498,41355,37490,37436,36712,34352,31031,73786,77585,77282,593341,637344,632168,536424,532054,530271
8865,368289,378359,350224,908595,822226,748279,40923,37502,37404,36139,34418,31491,73480,76836,77064,590843,635540,630776,533996,530273,527167
8896,367983,379848,350412,905258,818630,745951,40909,36941,36868,36443,34231,31129,72566,76011,76155,588123,632838,627173,531570,526026,523620
8927,367742,379798,349581,901414,815068,742660,40609,36919,36572,36387,34270,31211,72146,75840,75736,585419,629643,623979,527524,524109,520352
8958,368438,379867,350034,897689,811217,738963,40149,36546,36956,36143,34346,30913,71416,74586,75260,582237,627240,621274,525266,521620,518515
8989,368645,379428,350162,894029,809237,736889,40072,36207,36158,36516,34294,31213,71230,74246,75177,581666,623903,619487,522415,517196,516092
9020,368744,379449,349279,889687,805674,733060,39769,35823,35926,36418,34424,31140,70823,74521,74327,578148,622569,616623,518828,515177,513849
9051,367911,379439,350510,884877,801512,729801,39342,35902,35849,36599,34577,31136,70369,73626,73936,575945,618613,614162,515891,510945,510147
9082,368858,379901,349936,882286,800118,725811,39089,35476,35612,36394,34596,31267,69320,73129,73220,573391,617176,612267,513355,509738,507132
9113,368633,379789,349778,878136,795128,724169,38865,35356,35295,36115,34468,31386,69642,72856,72876,569994,614097,610178,510678,507374,504501
9144,367460,380228,349294,873413,792220,720187,38569,35263,35414,36169,34737,31065,68794,72271,72768,567210,611886,607189,507853,503936,502488
9175,368212,380150,349149,869477,788197,718203,38396,34803,34905,36084,34192,31143,68140,71418,71832,567533,607961,604478,505034,501312,499591
9206,368556,379500,349922,866883,784921,714294,38308,34489,34716,36626,34300,31217,68020,71008,71553,563565,605029,602742,502004,498707,497394
9237,367466,379914,349010,864070,781839,710979,38046,34233,34366,36463,34784,31496,67132,70700,70860,560830,603760,600286,499919,495843,495362
9268,368208,378771,349089,858438,777901,707800,37901,34296,34162,36252,34602,31142,67317,70126,70167,558906,602088,598032,495522,492486,490174
9299,368067,378513,349938,855027,773981,705242,37520,33878,34105,36472,34513,31309,66652,69226,70002,556480,598064,594546,493993,490523,488951
9330,369062,378453,348653,850659,772219,702053,37102,33666,33549,36616,34377,31152,66204,69178,69854,553087,596327,592103,490742,488282,486758
9361,368311,378958,349586,847410,767819,698441,36951,33263,33773,36379,34549,31375,65897,68855,69159,552220,593465,590330,488562,485138,484183
9392,367058,379353,349105,844230,764402,696377,36809,33410,33375,36537,34565,31212,65233,68189,68676,549329,589609,586506,484899,482414,481083
9423,368014,379446,349222,840106,761104,691905,36563,33033,33112,36821,34418,31523,65242,67159,68736,546663,586441,584419,483520,480165,478959
9454,367334,379308,349871,837251,756607,689016,36011,32823,32840,36671,34761,31233,64395,66875,67641,545275,584125,582766,480315,477798,475159
9485,367178,379219,349317,832501,754582,687100,36101,32799,32379,36717,34667,31359,63795,66779,67189,542435,582832,579114,476741,473785,472460
9516,367011,379019,348580,829967,750944,683921,35898,32377,32341,36671,34720,31205,63507,66273,66576,539776,579586,576418,475327,472353,470984
9547,367191,378760,350404,825240,748229,681510,35354,32011,32073,36542,34686,31363,63079,65855,66249,537854,577443,573718,472694,469048,468856
9578,367692,379199,349035,820560,743911,678180,35134,32064,31701,36593,34720,31242,62445,65693,65666,534774,574464,572628,468652,467872,465229
9609,367834,379553,349100,816536,741140,674721,35005,31905,31672,36540,34798,31587,62000,65026,65494,532615,572869,570405,466934,463898,463763
9640,367425,379318,348471,815533,738342,671994,34746,31734,31396,36573,34592,31096,62038,64614,65337,530690,570868,568277,464530,461604,461546
9671,367708,378887,348284,809689,733218,669172,34417,31305,31321,36322,34573,31441,61073,63817,64627,528359,568514,565125,461649,459119,456921
9702,367075,378532,348652,807664,730216,666301,33835,30970,31082,36282,34725,31234,60723,63611,64261,524300,565305,563560,459399,456489,456050
9733,367090,378396,348578,803918,730043,661836,34193,30888,30853,36470,34609,31314,60633,63332,63503,523377,563295,560273,456057,453232,452607
9764,367051,378639,348423,798869,723911,660178,33949,30811,30700,36475,34726,31440,59685,62719,63242,521948,559556,557177,452486,452051,450466
9795,367208,378907,349854,797136,721204,657064,33715,30534,30495,36341,34679,31670,59953,62521,63024,519336,557540,555902,449951,448676,447810
9826,367083,378522,349353,792421,718538,654196,33401,30308,30240,36663,34539,31309,59117,61951,62542,515345,554793,552766,448178,446794,445968
9857,367243,379098,348806,789321,714074,649630,33176,29837,30053,36516,34586,31347,58692,61775,62157,515453,552468,549767,445712,443298,442582
9888,366550,378361,348444,784045,712129,646769,32959,29824,29897,36652,34780,31268,58795,60934,61519,510385,550891,547012,443034,442007,441116
9919,366840,378417,347995,782069,708659,644103,32405,29765,29714,36215,34829,31386,58308,60939,61133,509968,548078,545658,440026,438986,437960
9950,366618,378798,349200,778469,705204,642836,32616,29606,29277,36399,34790,31464,57777,60423,60390,508057,544932,543058,439272,436438,435812
9981,366018,378161,348262,774198,702506,639667,32185,29034,29182,36582,34268,31378,57623,59664,60645,505021,541293,541438,435363,434120,433035
10012,366856,377316,348799,770731,699769,636839,32260,28882,29250,36634,34606,31228,56944,59361,59987,502921,541258,538641,432861,431713,431281
10043,366528,377774,348199,767995,695790,633562,31685,28650,29072,36739,34843,31602,56477,59123,59689,500596,537974,535725,431351,429168,428675
10074,365949,376853,347263,763848,692288,631002,31756,28509,28561,36690,34707,31201,56083,58905,58875,497661,535409,533297,429081,426841,426052
10105,366098,378138,347701,760255,689243,628393,31414,28292,28444,36731,34471,31346,55532,58182,58837,496691,533089,531366,426090,423873,423985
10136,365815,377558,347675,756876,686480,625418,31241,28027,28185,36682,34430,31382,55529,57762,58657,493352,530973,529418,423371,422298,421039
10167,365940,376986,347710,753809,683419,622541,31036,28000,27902,36643,34630,31517,54975,57639,58533,491243,528363,526825,419565,420169,418870
10198,365573,377665,347242,750436,680693,620225,31183,27688,27917,36909,34829,31539,54759,56982,57307,489867,526907,524154,417766,416809,416470
10229,365725,378021,346699,746471,677232,616314,30600,27678,27865,36614,34625,31087,54057,56794,57063,487378,523071,522213,415235,416203,415027
10260,365376,377828,347520,742890,674670,614972,30376,27517,27304,36422,34425,31649,53876,56047,57043,485469,521382,520230,413373,414134,412793
10291,365699,377296,347601,739452,670105,611367,30310,27555,27393,36914,34579,31089,53503,55759,56870,483061,519732,517946,411490,410831,409278
10322,365489,377239,346793,736978,666971,607760,30089,27292,27003,36554,34905,31433,52922,55527,55933,480468,517594,515978,407853,407346,408120
10353,366108,377393,346786,733728,664587,604815,29830,26892,27061,36671,34745,31466,52798,55186,55928,478853,514785,512778,406396,406075,404889
10384,364214,377724,347212,730736,661188,602066,29585,26493,26832,36744,34549,31569,52413,54771,55688,476159,512293,511768,404327,402811,403262
10415,365121,376945,346003,726094,658909,598380,29259,26547,26354,36792,34685,31464,51840,54303,55012,474879,507975,509107,401221,400844,400172
10446,365530,376572,346992,723586,655625,597054,29036,26384,26351,36714,34803,31498,51629,53776,54420,471558,507317,505339,400159,398622,398723
10477,363496,376250,345934,720361,653551,594251,29091,26137,26007,36924,34599,31277,51114,53752,54292,470015,504676,504398,397309,396216,396700
10508,364717,375785,346204,716986,650125,592212,28745,26003,25941,36571,34576,31663,50554,53429,53883,468872,503561,502560,395153,394486,394043
10539,364253,374965,346722,712955,646551,587853,28760,25515,25852,36441,34794,31408,50662,52872,53456,466317,499711,500388,391864,392062,392568
10570,363894,375767,345985,709433,644724,585473,28314,25663,25822,36900,34797,31711,49897,52879,53157,463179,498727,497490,390441,390522,390339
10601,364663,376374,344998,706159,641149,584414,28449,25333,25301,36550,34647,31466,49857,52250,53114,461628,495743,496152,387169,387504,387087
10632,364385,376076,345380,702553,637587,581005,28218,25074,25455,36847,34608,31682,49085,52158,52448,459763,494048,493352,385294,385609,385194
10663,363368,374968,346541,699952,635902,578071,28051,24926,25231,36728,34754,31454,49526,51407,52376,457530,490609,491077,383628,383342,382882
10694,363351,375134,345938,698257,633264,575270,27517,24659,24602,36550,34777,31450,48853,51242,51844,455060,490252,490239,381036,381317,381790
10725,363380,375890,345552,693958,628072,573018,27714,24759,24762,36678,34587,31488,48417,50760,51839,453507,487015,487154,379267,379025,377910
10756,363690,375532,345646,690188,626435,570992,27451,24545,24627,36570,34585,31569,48193,50679,51293,451549,484230,485035,376898,376997,376631
10787,363050,375563,344971,686981,623523,567692,26967,24224,24489,36928,34504,31462,48467,50054,50897,450702,482644,481914,373448,374657,374638
