,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
7408,1226,1143,1122,18283,17024,15997,3785,3659,3577,376,354,356,132,106,115,3471,2967,2824,22116,24123,17649
7439,1264,1156,1084,18123,16942,16096,3783,3643,3521,369,358,362,97,106,131,3456,3020,2903,22098,24195,17631
7470,1258,1197,1165,18377,17109,16035,3775,3722,3600,359,370,365,111,106,141,3565,3069,2874,22192,23982,17490
7501,1300,1196,1111,18381,17215,16103,3770,3676,3601,383,392,325,131,117,141,3549,3020,2908,22199,24215,17619
7532,1294,1183,1144,18374,17133,16161,3879,3582,3562,358,384,335,126,128,134,3534,2979,2889,22259,24089,17375
7563,1305,1136,1148,18457,17281,16055,3732,3655,3679,369,383,344,127,138,136,3436,3055,2885,22275,24304,17640
7594,1294,1230,1184,18542,17341,16079,3732,3725,3518,381,347,343,117,118,123,3441,2976,2856,22115,24372,17741
7625,1269,1185,1121,18642,16835,16196,3797,3634,3596,367,363,375,114,105,128,3475,3050,2900,22362,24553,17782
7656,1256,1196,1124,18442,17341,16174,3776,3727,3611,396,390,341,133,115,142,3499,2974,2959,22355,24472,17578
7687,1215,1168,1203,18353,17159,16284,3750,3705,3532,357,383,352,128,118,118,3460,3040,2897,22525,24420,17608
7718,1275,1192,1156,18504,17300,16235,3766,3698,3648,386,374,356,119,112,122,3480,3048,2913,22394,24432,17659
7749,1304,1221,1104,18470,17198,16293,3757,3770,3600,388,403,330,143,105,130,3463,3054,2845,22504,24561,17996
7780,1283,1160,1138,18335,17217,16299,3743,3725,3574,401,367,354,139,113,126,3545,3092,2851,22454,24665,17750
7811,1225,1154,1158,18597,17372,16444,3777,3793,3727,396,382,348,141,134,126,3562,2968,2838,22369,24483,17805
7842,1303,1249,1184,18494,17469,16201,3884,3643,3605,371,351,375,127,117,139,3545,2985,2862,22289,24554,17952
7873,1266,1201,1179,18617,17392,16344,3730,3832,3590,374,365,344,124,125,141,3530,3050,2923,22209,24610,17880
7904,1241,1170,1216,18628,17353,16152,3937,3691,3619,359,361,335,117,113,132,3483,3106,3004,22326,24759,17835
7935,1263,1190,1172,18425,17523,16419,3897,3708,3547,378,346,320,132,114,128,3481,3084,2901,22638,24803,17762
7966,1321,1219,1172,18596,17466,16396,3858,3763,3625,380,385,350,134,122,151,3534,3104,2962,22693,24871,17965
7997,1281,1209,1141,18530,17474,16379,3702,3757,3622,367,371,340,152,121,106,3558,3104,2852,22626,24711,17940
8028,1280,1226,1116,18873,17574,16381,3925,3733,3643,352,354,350,134,116,123,3552,3031,2912,22597,24704,17915
8059,1262,1240,1162,18655,17666,16405,3772,3727,3649,371,346,313,126,125,152,3514,3036,2893,22657,24824,17933
8090,1256,1228,1169,19022,17634,16300,3761,3805,3581,420,360,331,122,126,132,3567,3093,2997,22568,24905,17891
8121,1246,1222,1149,18533,17527,16621,3909,3755,3645,401,395,340,135,143,113,3541,3084,2848,22839,25276,17994
8152,1315,1207,1133,18714,17496,16538,3724,3804,3681,369,380,380,151,113,142,3672,3073,2995,22720,24995,17812
8183,1302,1236,1120,18796,17481,16407,3846,3833,3626,362,413,356,132,111,127,3565,3119,2988,22770,25084,18090
8214,1275,1192,1180,18880,17818,16435,3799,3761,3613,378,384,358,130,120,116,3647,3211,2948,22629,25094,18033
8245,1298,1239,1201,18945,17767,16465,3814,3743,3715,372,378,380,152,128,142,3631,3099,2897,22735,24936,18137
8276,1246,1203,1146,18759,17554,16509,3806,3818,3668,388,373,352,134,130,124,3587,3068,2969,22740,25035,18054
8307,1304,1165,1138,18886,17555,16490,3770,3774,3759,386,380,369,129,136,132,3559,3128,2955,22846,25024,17933
8338,1335,1257,1185,18946,17688,16767,3862,3762,3609,379,380,391,115,113,124,3586,3052,2961,22646,25184,18114
8369,1307,1165,1206,19077,17820,16589,3814,3804,3705,380,375,352,145,120,125,3571,3062,3028,23021,25322,18029
8400,1313,1251,1140,18899,17726,16509,3882,3686,3693,388,397,382,118,109,140,3660,3180,3007,22792,25228,18231
8431,1391,1249,1149,19048,17789,16638,3852,3740,3751,350,392,354,108,127,141,3610,3197,2953,22756,25320,18123
8462,1342,1205,1175,19015,17710,16526,3728,3811,3685,380,386,337,126,113,145,3626,3189,2868,22895,25149,18320
8493,1268,1226,1212,18986,17862,16700,3897,3857,3696,375,367,357,118,120,134,3650,3099,2987,22722,25351,18126
8524,1288,1226,1131,19144,17899,16871,3791,3779,3671,373,345,350,122,108,127,3611,3125,3022,22922,25157,18303
8555,1302,1250,1158,19033,17918,16982,3941,3887,3664,385,354,339,135,111,128,3632,3148,2970,23347,25525,18458
8586,1305,1247,1213,19046,17931,16676,3779,3763,3663,371,386,344,132,108,122,3615,3176,3016,23052,25416,18332
8617,1309,1250,1167,18942,18023,16716,3825,3787,3734,402,390,364,139,130,162,3598,3107,3001,23026,25338,18132
8648,1325,1228,1198,19078,17708,16902,3857,3733,3730,412,401,370,125,120,139,3605,3147,3013,22908,25299,18351
8679,1370,1267,1158,19061,17859,16574,3888,3793,3706,397,405,395,128,116,124,3618,3153,3004,23097,25384,18257
8710,1363,1222,1133,19239,18016,16960,3833,3865,3765,403,384,350,131,116,152,3685,3126,3013,23221,25324,18389
8741,1325,1253,1179,19213,17685,16713,3841,3855,3662,380,403,365,124,122,134,3722,3121,3040,23195,25498,18090
8772,1328,1256,1123,19228,17944,16905,3887,3812,3661,400,408,383,139,125,139,3654,3069,3085,23227,25613,18391
8803,1308,1261,1128,19154,17769,16958,3885,3871,3738,373,371,372,141,149,132,3702,3150,3080,23337,25690,18530
8834,1330,1218,1170,19266,18011,16937,3901,3754,3693,384,373,359,143,126,139,3643,3196,2987,23096,25543,18202
8865,1382,1240,1184,19132,17956,16848,3929,3813,3696,379,369,342,143,124,137,3600,3105,3018,23075,25539,18298
8896,1338,1248,1147,19341,18009,16864,3880,3886,3696,405,348,365,140,115,145,3644,3179,3094,23173,25517,18136
8927,1302,1265,1137,19320,17765,16833,3922,3855,3684,389,416,367,135,125,121,3645,3270,3057,23181,25773,18413
8958,1342,1217,1215,19254,17952,16980,3877,3947,3809,393,367,375,124,120,126,3619,3143,3075,23485,25584,18432
8989,1338,1241,1160,19016,18060,16845,3966,3855,3729,368,367,359,121,112,130,3694,3170,3020,23065,25688,18322
9020,1350,1263,1191,19222,18017,17020,3951,3841,3795,420,375,344,151,119,141,3721,3180,2970,23241,25777,18425
9051,1323,1288,1143,19360,17885,17177,3973,3850,3807,405,403,354,139,115,141,3643,2995,3027,23181,25942,18498
9082,1312,1213,1247,19113,17987,17147,3998,3850,3690,417,404,345,141,127,137,3586,3191,3023,23298,25726,18430
9113,1345,1220,1192,19287,18000,16998,3916,3854,3645,409,386,379,130,127,142,3642,3190,3027,23242,25639,18395
9144,1319,1253,1206,19273,18360,16933,4040,3760,3721,383,407,337,123,121,133,3622,3095,3032,23335,25832,18502
9175,1290,1259,1183,19379,18081,17110,3881,3850,3772,385,381,370,136,131,119,3670,3182,3018,23413,26009,18558
9206,1355,1215,1168,19530,18037,16929,4047,3887,3809,380,403,386,126,118,128,3703,3156,2979,23083,25662,18612
9237,1381,1239,1269,19368,18035,17098,4010,3838,3698,419,370,404,141,117,126,3734,3287,3073,23428,25917,18555
9268,1319,1284,1180,19546,18300,17114,3950,3928,3715,441,393,386,134,125,132,3723,3175,3056,23254,26136,18503
9299,1323,1249,1159,19349,18373,17113,3949,3872,3694,412,407,354,132,111,145,3611,3206,3107,23528,25955,18628
9330,1362,1223,1180,19194,18294,17266,3916,3839,3693,366,375,363,126,118,113,3662,3207,3099,23328,26133,18809
9361,1389,1235,1179,19522,18416,17111,3965,3777,3661,392,369,375,128,128,127,3700,3213,3074,23662,25813,18546
9392,1351,1271,1197,19447,18274,17122,3946,3882,3754,389,396,362,122,136,128,3814,3211,3068,23458,26043,18812
9423,1304,1251,1205,19304,18275,17143,4028,3954,3679,397,420,375,124,128,151,3730,3223,3012,23328,26038,18756
9454,1339,1283,1174,19740,18285,17047,3973,3775,3716,403,386,360,126,123,139,3771,3234,3043,23421,25933,18771
9485,1369,1236,1178,19406,18197,17135,3954,3885,3649,401,417,383,151,122,145,3607,3204,3042,23411,26034,18497
9516,1379,1297,1232,19625,18272,17327,3980,3844,3735,418,376,371,141,114,121,3768,3266,3110,23619,26298,18756
9547,1358,1256,1203,19616,18198,17056,3922,3896,3704,378,379,375,120,141,143,3704,3202,3122,23485,25966,18699
9578,1302,1313,1178,19532,18144,17114,3968,3840,3747,391,395,356,145,116,128,3687,3219,3084,23591,26163,18676
9609,1384,1237,1240,19291,18484,17118,3949,3878,3826,407,414,356,129,126,134,3783,3220,3031,23531,26337,18916
9640,1364,1341,1220,19668,18477,17111,4028,3808,3815,445,394,353,125,124,117,3681,3226,3039,23564,26240,18909
9671,1359,1285,1199,19619,18455,17248,3909,3952,3738,398,397,354,121,124,131,3764,3244,2997,23445,26207,18640
9702,1406,1257,1252,19571,18617,17283,3964,3911,3733,428,398,346,143,126,141,3766,3194,3135,23476,26153,18631
9733,1402,1284,1200,19623,18273,17333,3992,3979,3831,398,359,382,136,115,130,3794,3205,3036,23833,26236,18612
9764,1344,1292,1197,19919,18515,17267,4045,3874,3789,421,384,365,126,115,120,3708,3167,3082,23662,26333,18983
9795,1368,1239,1236,19676,18311,17071,3907,3912,3725,357,417,352,137,136,159,3685,3317,3045,23613,26479,18744
9826,1391,1299,1241,19937,18414,17459,4004,3998,3701,409,384,342,159,124,149,3736,3238,3131,23621,26448,18671
9857,1393,1293,1192,19882,18440,17309,3982,3919,3836,369,387,367,133,126,139,3789,3247,3066,23740,26352,18767
9888,1336,1221,1165,19738,18629,17437,3964,3918,3771,383,375,372,128,105,137,3696,3278,3054,23564,26569,18969
9919,1340,1224,1175,19787,18516,17385,4030,3914,3708,411,392,367,119,136,128,3779,3248,3198,23582,26494,18876
9950,1344,1240,1224,19946,18775,17324,3988,3958,3825,399,384,373,134,116,133,3795,3271,3105,23860,26579,18816
9981,1365,1222,1162,19723,18503,17236,3971,3918,3761,418,379,341,148,120,141,3750,3160,3031,23541,26524,18955
10012,1312,1306,1235,19848,18389,17370,4013,3954,3711,402,380,413,141,114,131,3769,3202,3080,23849,26300,18901
10043,1376,1276,1236,19674,18750,17398,4021,3824,3769,401,414,363,115,130,149,3755,3251,3124,23797,26452,18919
10074,1342,1270,1188,19983,18604,17616,3994,3856,3755,416,356,364,119,105,154,3867,3213,3174,23791,26651,18978
10105,1375,1248,1207,19778,18619,17551,4030,3812,3811,418,389,339,119,134,143,3733,3258,3035,23875,26479,19020
10136,1296,1233,1195,19922,18580,17569,3931,3915,3874,392,403,383,135,126,124,3859,3327,3092,23729,26853,19006
10167,1325,1294,1194,19892,18451,17460,3965,3946,3823,416,393,403,138,123,138,3863,3216,3080,23884,26496,19022
10198,1378,1357,1192,19925,18754,17657,4051,4058,3836,409,397,370,122,117,122,3782,3313,3069,23885,26435,19013
10229,1336,1249,1237,19909,18642,17651,4034,3938,3699,388,423,382,137,115,143,3810,3330,3081,23847,26409,19139
10260,1441,1299,1175,19714,18634,17508,4051,3876,3880,381,380,364,136,120,131,3758,3235,3149,23849,26533,18929
10291,1370,1256,1201,19954,18625,17447,3996,3944,3789,388,383,370,130,127,141,3789,3214,3262,23935,26654,18825
10322,1415,1296,1285,20080,18592,17526,4010,3875,3829,414,390,344,132,120,121,3765,3313,3085,24046,26837,19075
10353,1333,1240,1241,19925,18517,17496,3952,3859,3748,427,406,365,139,142,139,3867,3267,3075,23860,26517,19086
10384,1423,1300,1253,20006,18407,17586,3930,3888,3781,426,382,386,129,128,130,3801,3318,3159,24119,26434,18773
10415,1385,1273,1249,19829,18534,17661,3948,3943,3857,406,404,384,122,127,143,3859,3179,3201,23938,26656,18965
10446,1378,1299,1239,19990,18638,17300,4056,3898,3682,404,402,360,132,132,134,3748,3313,3142,23628,26901,18934
10477,1404,1337,1224,20067,18785,17572,3967,3836,3767,407,395,392,139,126,126,3785,3329,3124,23817,26888,19171
10508,1385,1315,1289,20111,18580,17459,4060,3994,3808,414,399,363,136,121,143,3761,3289,3092,24002,26678,18967
10539,1383,1289,1222,20173,18532,17669,4016,3950,3696,397,391,363,128,143,135,3824,3258,3133,23833,26695,19099
10570,1389,1251,1283,20165,18599,17642,4039,3930,3818,407,390,359,145,121,141,3824,3340,3116,23888,26887,19186
10601,1366,1272,1217,20002,18778,17682,4011,3981,3781,436,378,386,131,126,145,3756,3183,3151,23920,26736,19107
10632,1402,1327,1171,19954,19084,17629,4172,3969,3793,395,390,391,137,119,166,3812,3304,3131,23730,26853,18906
10663,1363,1315,1170,20012,18905,17510,4053,3943,3761,378,388,386,122,120,151,3892,3314,3192,23855,26838,19128
10694,1366,1257,1244,20128,18969,17615,3962,3875,3842,379,386,373,138,106,140,3683,3272,3166,24059,26810,19120
10725,1326,1277,1196,20189,18856,17646,4087,3890,3751,460,404,380,140,113,128,3741,3236,3169,24117,27158,19206
10756,1404,1275,1209,20065,18555,17591,3990,3905,3731,423,427,357,141,131,132,3778,3310,3037,24314,26772,19260
10787,1342,1266,1306,20084,18799,17665,4107,3869,3860,434,407,378,128,128,133,3803,3357,3146,23949,26890,19200
