,A1,A2,A3,A7,A8,A9,A4,A5,A6,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9
8121,234,249,884,263059,256961,248481,667,242,208,50,51,43,247,239,291,1186,1299,1189,6380,7851,10023
8152,273,242,917,262715,256970,248238,649,243,196,49,41,47,232,232,288,1237,1291,1226,6259,7896,10123
8183,252,230,948,263207,256415,248691,674,204,208,48,39,45,225,234,268,1268,1248,1271,6327,7927,10074
8214,263,278,912,263465,257411,248786,665,233,228,40,35,42,231,244,280,1228,1253,1191,6305,7770,10101
8245,249,240,883,263261,256677,247770,690,209,202,41,40,45,231,244,277,1226,1266,1215,6330,7891,10141
8276,259,256,945,263013,257563,248937,653,227,207,44,43,48,233,229,281,1232,1317,1204,6422,7918,10169
8307,265,246,921,263504,257769,248952,663,225,225,41,58,45,229,235,293,1245,1319,1243,6323,7764,10219
8338,259,249,925,264138,257514,248036,649,216,205,40,39,54,233,257,285,1277,1281,1172,6347,7868,10220
8369,251,261,939,263928,257824,248681,694,240,213,38,46,45,257,213,270,1236,1300,1203,6438,7972,10324
8400,257,271,949,263737,258755,249779,725,230,211,41,50,46,229,233,285,1272,1263,1150,6480,7935,10118
8431,261,276,903,263804,257706,249271,699,224,220,42,49,56,254,234,272,1222,1288,1198,6429,7923,10301
8462,284,259,946,264290,257836,249096,684,225,234,43,41,48,220,242,295,1253,1272,1142,6412,7935,10283
8493,261,225,897,263647,257682,248941,674,240,197,45,52,56,249,238,260,1279,1357,1186,6302,7843,10321
8524,261,255,933,264768,257603,249663,658,233,193,39,50,46,215,244,313,1241,1260,1211,6351,7908,10242
8555,234,238,921,263764,257961,249914,655,232,219,50,39,45,216,246,287,1218,1277,1241,6340,8092,10226
8586,263,239,968,264272,258108,249598,643,220,225,35,52,56,240,265,274,1243,1287,1260,6356,7859,10428
8617,257,246,949,263715,257153,249524,699,229,219,51,49,56,215,231,312,1238,1314,1210,6427,8040,10311
8648,247,230,909,264173,258399,249554,671,249,214,61,51,52,240,252,294,1233,1335,1226,6420,7924,10341
8679,267,238,936,264375,258555,249067,710,232,187,44,49,45,236,229,291,1270,1313,1162,6517,8054,10302
8710,230,251,925,264781,258142,248859,665,240,214,39,52,42,236,223,285,1237,1280,1249,6457,7980,10576
8741,248,253,919,265056,258729,249467,669,224,202,31,43,61,244,239,309,1246,1319,1207,6438,7933,10390
8772,237,255,921,265293,258008,250032,687,236,204,38,41,44,223,210,299,1208,1344,1217,6489,7937,10351
8803,247,258,914,264666,258388,250305,678,235,214,48,55,52,232,229,282,1264,1323,1203,6510,8103,10383
8834,244,259,934,265182,258937,250725,665,242,219,45,37,51,238,242,292,1178,1323,1215,6457,8111,10391
8865,244,240,885,264911,257766,251030,668,242,209,38,46,45,234,251,289,1243,1258,1212,6525,8013,10501
8896,252,253,930,264240,258087,250260,693,249,192,36,41,41,224,236,304,1237,1328,1169,6484,8058,10437
8927,242,244,928,265304,258985,249547,648,233,214,46,37,54,242,233,306,1251,1296,1215,6501,7962,10543
8958,277,247,968,265651,258735,251088,638,218,218,36,52,50,223,232,302,1219,1315,1173,6463,8021,10613
8989,251,264,921,264955,258814,251274,699,237,197,42,43,48,243,251,267,1253,1311,1204,6561,8054,10455
9020,250,268,940,264988,259122,250336,681,251,206,37,49,55,223,253,270,1246,1243,1215,6497,7975,10552
9051,265,239,958,265105,257763,250257,651,222,214,56,45,46,227,223,281,1217,1367,1175,6444,8110,10421
9082,279,246,922,265282,259304,250764,674,236,208,45,43,44,242,221,301,1287,1328,1239,6436,8016,10551
9113,274,265,982,265788,259416,250192,685,242,215,46,42,41,249,242,270,1240,1282,1232,6450,8124,10399
9144,257,252,863,265054,258315,250148,662,230,206,48,50,53,249,246,310,1199,1285,1221,6404,8131,10471
9175,256,263,893,264969,258018,250119,710,239,221,40,56,50,226,243,297,1230,1277,1233,6666,8206,10581
9206,259,253,991,265365,259269,249845,687,236,225,41,37,41,227,259,293,1293,1319,1287,6450,8114,10637
9237,242,256,913,265518,258583,249315,673,234,225,44,39,49,196,272,282,1289,1308,1249,6633,8115,10497
9268,301,264,921,265143,259110,250720,689,234,208,28,52,50,240,236,287,1296,1351,1225,6502,8015,10520
9299,256,259,913,265063,259434,250531,720,243,216,37,41,56,238,237,274,1256,1295,1229,6601,8084,10729
9330,263,260,965,265972,258832,250077,699,232,234,56,49,47,192,217,301,1225,1287,1286,6636,8191,10516
9361,272,255,896,265445,258544,250475,673,233,196,45,43,57,234,218,261,1190,1321,1220,6548,8142,10530
9392,238,235,961,265978,258475,250223,654,229,217,43,49,56,221,237,280,1258,1317,1199,6681,8206,10659
9423,250,255,959,265331,258330,250238,678,221,206,38,50,45,253,229,277,1202,1280,1208,6591,8070,10598
9454,249,263,966,265269,258714,250344,690,243,221,42,50,44,245,225,293,1279,1342,1251,6645,8104,10619
9485,252,264,905,265184,258312,250252,676,249,213,45,44,37,234,229,283,1221,1321,1226,6487,8257,10607
9516,273,258,899,265268,258969,250478,675,231,208,52,50,50,233,251,280,1274,1318,1156,6713,7996,10800
9547,249,263,938,265898,258673,250755,660,252,212,45,46,61,234,242,284,1283,1280,1234,6597,8251,10647
9578,264,276,993,265677,259498,250287,667,230,199,43,41,56,228,261,263,1236,1282,1218,6758,8182,10779
9609,272,274,932,265343,258718,250587,684,248,228,50,41,62,224,244,284,1243,1324,1236,6544,8094,10603
9640,268,265,932,264891,258368,250347,668,253,200,49,48,33,234,246,297,1222,1253,1268,6494,8176,10755
9671,248,274,951,265033,258836,249818,651,236,232,41,41,53,219,244,270,1247,1336,1256,6600,8321,10751
9702,261,260,910,264595,259872,249924,648,224,211,48,45,46,259,251,261,1234,1362,1199,6631,8203,10786
9733,251,268,929,264587,258771,250104,689,235,232,42,43,46,210,225,289,1222,1312,1184,6525,8234,10788
9764,250,249,927,265126,258891,250578,688,224,219,32,39,45,259,236,288,1196,1347,1197,6656,8217,10962
9795,255,272,918,265023,258930,250593,667,238,204,37,41,43,232,214,256,1237,1273,1192,6578,8147,10897
9826,280,265,1001,265439,258671,250546,655,228,225,43,42,50,215,235,289,1292,1275,1186,6645,8295,10906
9857,247,251,936,264748,258481,249616,681,261,229,50,50,48,221,230,288,1234,1340,1240,6524,8202,10879
9888,268,253,945,266003,258977,251017,687,236,198,35,45,51,246,220,276,1273,1321,1205,6611,8246,10802
9919,267,268,915,265377,258879,250954,682,232,236,43,53,44,229,249,269,1275,1329,1257,6698,8261,10917
9950,263,242,960,264603,258543,250113,650,253,219,48,47,55,239,225,289,1282,1296,1251,6630,8241,10914
9981,253,241,933,264663,258916,250249,647,236,214,29,43,58,238,252,268,1262,1296,1258,6712,8268,10850
10012,282,255,967,265615,258421,250010,678,272,215,35,39,50,242,242,282,1259,1297,1242,6701,8217,10771
10043,265,249,961,265175,258385,249869,663,261,207,37,36,41,223,227,288,1230,1302,1185,6691,8202,10760
10074,270,265,978,264942,258774,250825,686,254,224,27,41,53,237,267,301,1265,1357,1256,6582,8393,10722
10105,259,279,887,265514,258098,250181,717,241,218,41,50,54,249,248,297,1202,1355,1264,6686,8412,10816
10136,247,255,936,265829,258640,249859,700,237,188,39,41,53,238,251,274,1306,1342,1220,6709,8320,10822
10167,257,234,915,265288,258589,250094,676,251,216,39,50,54,239,250,274,1240,1339,1242,6595,8410,10892
10198,242,234,898,264503,258656,249529,700,228,228,40,48,39,236,239,288,1203,1342,1262,6751,8257,10940
10229,246,249,909,265140,258754,249905,686,235,227,56,54,50,213,234,292,1260,1376,1224,6757,8248,11124
10260,268,275,937,264586,257904,249931,650,225,210,50,43,45,238,246,288,1270,1279,1234,6745,8472,10841
10291,263,243,904,265387,258711,250397,700,237,212,43,59,48,237,234,263,1196,1313,1276,6743,8287,10932
10322,272,223,950,264944,258637,249725,705,253,218,48,52,47,244,242,273,1247,1330,1188,6717,8300,10960
10353,249,256,968,264752,257766,250021,674,238,231,36,47,43,240,263,276,1257,1283,1260,6857,8308,11017
10384,236,272,927,264133,257636,250301,687,257,218,33,58,48,249,232,276,1289,1319,1260,6798,8384,10896
10415,244,299,934,264652,258408,249981,686,236,213,41,41,52,242,250,287,1292,1292,1260,6706,8349,11102
10446,231,236,921,265194,257677,250330,690,234,222,37,52,53,236,242,282,1260,1316,1244,6721,8341,10964
10477,255,263,931,264820,258794,249983,687,256,213,37,50,49,232,259,287,1323,1348,1258,6745,8413,10976
10508,239,260,900,264972,257877,249712,692,232,213,48,36,59,237,262,290,1210,1357,1273,6768,8342,11075
10539,268,249,923,264147,257942,250099,691,225,223,42,55,63,245,234,272,1245,1342,1201,6817,8306,11102
10570,280,249,911,264841,257766,249961,693,249,229,42,38,53,258,247,297,1264,1333,1219,6840,8281,11026
10601,283,275,959,264853,257953,249525,658,241,223,39,45,45,261,262,278,1281,1319,1292,6830,8416,11081
10632,251,267,903,265403,257837,249740,684,249,230,33,52,48,233,239,272,1249,1321,1270,6856,8459,11039
10663,256,263,919,265040,258537,250212,667,259,230,49,48,45,237,268,273,1238,1290,1211,6738,8440,11058
10694,259,263,900,263968,258103,249311,686,251,215,43,52,41,237,246,260,1224,1337,1213,6694,8379,10974
10725,255,257,888,263839,257924,249467,667,257,214,40,59,54,224,243,274,1285,1315,1291,6730,8381,11085
10756,253,260,915,264280,258155,249211,679,232,221,43,41,51,220,259,282,1205,1344,1248,6768,8476,11197
10787,263,247,960,264900,257240,249617,672,253,226,43,46,51,236,246,287,1256,1318,1281,6717,8426,11026
